company_name,high,low,last_price,prev_close,change,percent_gain
Blue Dart,"6,610.50","6,503.00","6,557.00","6,500.00",57,0.88
Emami,584.50,575.60,582.95,578.00,4.95,0.86
Mazagon Dock,"3,427.00","3,377.30","3,397.70","3,369.10",28.6,0.85
Mazagon Dock,"3,427.00","3,377.30","3,397.70","3,369.10",28.6,0.85
Aurobindo Pharm,"1,172.50","1,152.50","1,170.90","1,161.10",9.8,0.84
Zydus Life,983.90,969.00,981.80,973.65,8.15,0.84
Finolex Cables,994.80,982.10,991.60,983.35,8.25,0.84
Mankind Pharma,"2,385.00","2,355.50","2,376.40","2,356.70",19.7,0.84
SKF India,"4,754.00","4,684.00","4,742.10","4,702.40",39.7,0.84
Dabur India,491.40,484.50,489.55,485.60,3.95,0.81
Vedanta,467.70,459.10,461.55,457.90,3.65,0.8
Elecon Eng,704.00,686.05,691.80,686.35,5.45,0.79
Elecon Eng,704.00,686.05,691.80,686.35,5.45,0.79
City Union Bank,208.40,205.05,206.27,204.67,1.6,0.78
ONGC,245.00,242.59,244.68,242.80,1.88,0.77
Oberoi Realty,"1,942.70","1,901.60","1,917.70","1,903.10",14.6,0.77
Pidilite Ind,"3,098.30","3,070.30","3,079.30","3,055.80",23.5,0.77
Exide Ind,405.75,397.35,403.80,400.80,3,0.75
Oil India,441.20,433.75,437.40,434.20,3.2,0.74
Page Industries,"47,385.00","46,240.00","46,670.00","46,325.00",345,0.74
Emcure Pharmace,"1,350.00","1,320.50","1,335.50","1,325.90",9.6,0.72
Sonata,431.50,416.30,417.70,414.70,3,0.72
HEG,539.90,524.95,527.15,523.50,3.65,0.7
HEG,539.90,524.95,527.15,523.50,3.65,0.7
Phoenix Mills,"1,659.00","1,613.60","1,627.10","1,615.80",11.3,0.7
CESC,173.00,170.00,171.30,170.15,1.15,0.68
Hero Motocorp,"4,392.00","4,329.70","4,379.00","4,349.40",29.6,0.68
Indiamart Inter,"2,502.00","2,445.00","2,488.70","2,472.10",16.6,0.67
Nestle,"2,438.90","2,408.90","2,431.40","2,415.30",16.1,0.67
Nestle,"2,438.90","2,408.90","2,431.40","2,415.30",16.1,0.67
SJVN,105.66,103.25,104.05,103.37,0.68,0.66
Endurance Techn,"2,527.10","2,487.20","2,513.50","2,497.60",15.9,0.64
Divis Labs,"6,697.00","6,611.00","6,674.00","6,633.00",41,0.62
NTPC,340.90,336.80,339.20,337.10,2.1,0.62
Triveni Engg,443.00,432.90,436.15,433.50,2.65,0.61
Kotak Mahindra,"2,172.90","2,138.20","2,151.10","2,138.20",12.9,0.6
PNC Infratech,318.00,311.95,315.25,313.45,1.8,0.57
SignatureGlobal,"1,298.00","1,287.10","1,293.40","1,286.10",7.3,0.57
Jupiter Wagons,418.95,407.30,409.90,407.60,2.3,0.56
APTUS VALUE,334.20,326.25,330.20,328.40,1.8,0.55
Muthoot Finance,"2,572.90","2,525.00","2,553.60","2,539.90",13.7,0.54
Vardhman Text,499.00,487.10,489.45,486.80,2.65,0.54
MRPL,145.33,142.25,143.91,143.15,0.76,0.53
Rainbow Child,"1,422.80","1,405.10","1,417.10","1,409.60",7.5,0.53
Shipping Corp,218.25,213.22,215.13,214.02,1.11,0.52
Lupin,"2,017.60","1,987.80","2,004.80","1,994.60",10.2,0.51
Motherson SWI,62.84,61.75,62.47,62.15,0.32,0.51
Chola Fin Hold,"2,021.40","1,960.10","1,998.80","1,988.80",10,0.5
APL Apollo,"1,909.90","1,887.10","1,892.10","1,883.00",9.1,0.48
Guj State Petro,340.95,331.65,335.65,334.05,1.6,0.48
Happiest Minds ,625.00,616.25,618.80,615.85,2.95,0.48
Solar Ind,"16,999.00","16,725.00","16,907.00","16,827.00",80,0.48
Dixon Technolog,"15,065.00","14,893.00","14,982.00","14,914.00",68,0.46
Adani Ports,"1,494.00","1,469.80","1,473.80","1,467.10",6.7,0.46
NMDC,75.17,73.96,74.33,74.00,0.33,0.45
BLS Internation,387.55,383.55,386.05,384.45,1.6,0.42
KPR Mill,"1,131.70","1,115.30","1,123.00","1,118.40",4.6,0.41
Swan Energy,474.40,464.00,468.45,466.55,1.9,0.41
General Insuran,412.45,405.25,409.50,407.85,1.65,0.4
ACC,"1,927.00","1,904.10","1,913.10","1,905.60",7.5,0.39
Can Fin Homes,817.70,805.05,811.95,808.90,3.05,0.38
BSE Limited,"3,030.00","2,975.20","3,005.40","2,994.40",11,0.37
Shriram Finance,705.95,690.70,700.40,698.00,2.4,0.34
Shriram Finance,705.95,690.70,700.40,698.00,2.4,0.34
IEX,212.00,207.70,210.01,209.31,0.7,0.33
UNO Minda,"1,104.90","1,086.60","1,096.60","1,093.00",3.6,0.33
Tanla Platforms,640.45,625.30,629.15,627.05,2.1,0.33
Cipla,"1,513.20","1,505.00","1,510.80","1,506.60",4.2,0.28
HDFC Life,765.60,750.20,762.45,760.40,2.05,0.27
Syngene Intl,667.00,655.00,658.20,656.45,1.75,0.27
Lemon Tree,142.75,140.40,141.48,141.12,0.36,0.26
EID Parry,986.15,966.55,972.20,969.80,2.4,0.25
Berger Paints,576.10,567.00,572.90,571.50,1.4,0.24
NMDC Steel,40.70,39.82,39.90,39.81,0.09,0.23
Manappuram Fin,274.00,260.80,265.35,264.78,0.57,0.22
Just Dial,934.00,915.00,918.30,916.35,1.95,0.21
Balkrishna Ind,"2,527.20","2,500.10","2,507.60","2,502.70",4.9,0.2
Ambuja Cements,566.50,558.50,561.10,560.00,1.1,0.2
Tata Chemicals,976.55,959.30,962.40,960.45,1.95,0.2
Jubilant Pharmo,"1,155.50","1,130.90","1,146.20","1,143.90",2.3,0.2
Triveni Turbine,616.30,601.55,608.60,607.45,1.15,0.19
BEML,"4,454.00","4,355.00","4,369.80","4,361.80",8,0.18
CG Consumer,356.05,352.15,355.00,354.35,0.65,0.18
Deepak Nitrite,"1,966.70","1,944.40","1,955.60","1,952.00",3.6,0.18
Power Grid Corp,301.80,298.25,301.05,300.50,0.55,0.18
Radico Khaitan,"2,678.00","2,635.00","2,654.90","2,650.00",4.9,0.18
Sun TV Network,649.90,623.10,627.05,626.05,1,0.16
Sagility India,41.59,40.31,40.62,40.56,0.06,0.15
Amara Raja,"1,020.00","1,008.00","1,012.60","1,011.30",1.3,0.13
IRCTC,797.50,787.20,788.90,787.90,1,0.13
Supreme Ind,"4,430.00","4,355.40","4,406.40","4,400.60",5.8,0.13
Transformers,524.45,514.80,518.45,517.80,0.65,0.13
Ipca Labs,"1,382.80","1,355.10","1,370.90","1,369.30",1.6,0.12
V-Guard Ind,379.50,375.50,377.40,376.95,0.45,0.12
Asahi India,752.40,729.90,738.90,738.10,0.8,0.11
Bata India,"1,224.00","1,216.50","1,220.10","1,218.80",1.3,0.11
Power Finance,434.55,427.70,431.45,431.00,0.45,0.1
Anand Rathi,"1,995.00","1,970.00","1,986.00","1,984.30",1.7,0.09
Balrampur Chini,621.50,613.05,616.65,616.15,0.5,0.08
HUL,"2,400.20","2,378.40","2,395.20","2,393.20",2,0.08
UPL,643.95,638.00,639.60,639.10,0.5,0.08
Karur Vysya,239.80,236.77,237.29,237.13,0.16,0.07
TVS Motor,"2,764.00","2,732.10","2,745.00","2,743.20",1.8,0.07
Alkyl Amines,"2,031.00","2,000.80","2,013.70","2,012.40",1.3,0.06
Aster DM Health,573.95,568.10,569.75,569.40,0.35,0.06
Canara Bank,118.45,117.15,117.76,117.69,0.07,0.06
Canara Bank,118.45,117.15,117.76,117.69,0.07,0.06
Global Health,"1,219.00","1,194.00","1,199.30","1,198.60",0.7,0.06
CenturyPlyboard,779.00,767.55,774.25,773.85,0.4,0.05
Poly Medicure,"2,304.00","2,257.10","2,275.10","2,273.90",1.2,0.05
Gravita India,"1,863.00","1,837.70","1,850.60","1,850.00",0.6,0.03
Five-Star Busin,802.85,777.55,800.95,800.80,0.15,0.02
Larsen,"3,704.00","3,667.20","3,679.80","3,678.90",0.9,0.02
HBL Eng,611.35,600.30,603.80,603.65,0.15,0.02
GlaxoSmithKline,"3,450.00","3,346.00","3,398.40","3,397.90",0.5,0.01
Cera Sanitary,"7,179.50","6,901.00","7,053.00","7,052.00",1,0.01
PNB Housing Fin,"1,136.20","1,116.00","1,126.20","1,126.10",0.1,0.01
