company_name,high,low,last_price,prev_close,change,percent_gain
Chambal Fert,489.75,466.75,488.45,467.50,20.95,4.48
GNFC,547.60,527.00,547.60,524.25,23.35,4.45
Manappuram Fin,201.40,191.31,199.44,190.98,8.46,4.43
KPR Mill,928.40,877.05,922.15,883.40,38.75,4.39
Jyothy Labs,391.95,377.00,390.45,374.20,16.25,4.34
Techno Electric,"1,095.10","1,030.00","1,075.45","1,030.95",44.5,4.32
BASF,"4,747.00","4,500.00","4,721.35","4,527.00",194.35,4.29
Swan Energy,579.00,533.55,552.75,530.05,22.7,4.28
L&T Technology,"5,358.95","5,144.95","5,339.70","5,121.05",218.65,4.27
Chalet Hotels,770.80,731.20,761.85,730.70,31.15,4.26
Bayer CropScien,"5,039.65","4,800.60","5,003.80","4,799.95",203.85,4.25
LTIMindtree,"5,913.55","5,674.95","5,906.35","5,665.40",240.95,4.25
Angel One,"2,285.70","2,182.05","2,277.95","2,185.80",92.15,4.22
BSE Limited,"5,378.00","5,136.05","5,372.00","5,156.75",215.25,4.17
Sonata,538.80,508.05,532.50,511.25,21.25,4.16
RamkrishnaForge,780.25,742.00,772.20,741.60,30.6,4.13
Cummins,"2,866.20","2,741.10","2,852.00","2,739.60",112.4,4.1
Sterling Wilson,324.85,312.00,322.45,309.80,12.65,4.08
KSB Pumps,678.60,647.95,676.05,649.80,26.25,4.04
KSB Pumps,678.60,647.95,676.05,649.80,26.25,4.04
ZFCVINDIA,"10,557.00","10,131.05","10,539.50","10,131.75",407.75,4.02
AB Capital,176.74,168.03,175.78,169.01,6.77,4.01
KEC Intl,808.80,768.15,807.25,776.15,31.1,4.01
MphasiS,"3,005.60","2,900.10","2,999.00","2,883.75",115.25,4
ABSL AMC,640.10,609.05,636.15,611.80,24.35,3.98
Lemon Tree,137.36,131.00,135.81,130.65,5.16,3.95
Grindwell Norto,"1,851.55","1,778.05","1,842.00","1,772.15",69.85,3.94
Welspun Corp,747.80,716.55,745.85,717.70,28.15,3.92
Divis Labs,"5,636.80","5,361.50","5,621.60","5,410.20",211.4,3.91
Cyient,"1,378.00","1,308.05","1,368.05","1,317.25",50.8,3.86
Deepak Nitrite,"2,279.25","2,190.10","2,277.95","2,193.85",84.1,3.83
Caplin Labs,"1,979.95","1,876.85","1,970.65","1,898.95",71.7,3.78
EID Parry,824.35,783.00,821.15,791.35,29.8,3.77
India Cements,285.85,268.40,278.30,268.25,10.05,3.75
Rail Vikas,430.95,408.05,422.95,407.65,15.3,3.75
BEML,"3,514.00","3,355.00","3,477.00","3,352.45",124.55,3.72
Guj Mineral,301.00,285.55,295.90,285.30,10.6,3.72
Glenmark,"1,455.00","1,402.45","1,451.25","1,399.20",52.05,3.72
Shriram Finance,550.25,530.25,549.80,530.10,19.7,3.72
Shriram Finance,550.25,530.25,549.80,530.10,19.7,3.72
CHEMPLAST SANMA,473.80,444.65,468.15,451.40,16.75,3.71
Vedant Fashions,"1,132.55","1,063.00","1,108.35","1,068.85",39.5,3.7
Motilal Oswal,671.90,607.20,669.75,646.00,23.75,3.68
Info Edge,"7,417.95","7,155.10","7,409.00","7,148.25",260.75,3.65
Balrampur Chini,505.30,475.25,496.85,479.40,17.45,3.64
IRB Infra,52.55,50.36,52.07,50.24,1.83,3.64
IRB Infra,52.55,50.36,52.07,50.24,1.83,3.64
JSW Infra,275.00,261.00,270.70,261.20,9.5,3.64
Ircon Internati,200.62,189.21,194.68,187.88,6.8,3.62
Ircon Internati,200.62,189.21,194.68,187.88,6.8,3.62
Suven Pharma,"1,013.00",952.45,"1,010.65",975.30,35.35,3.62
Aarti Ind,428.90,408.55,425.05,410.40,14.65,3.57
One 97 Paytm,799.85,765.25,796.45,769.20,27.25,3.54
Delhivery,323.50,308.05,322.45,311.45,11,3.53
IGL,405.20,391.05,396.30,382.80,13.5,3.53
Bharti Hexacom,"1,364.00","1,294.25","1,345.30","1,299.55",45.75,3.52
Balaji Amines,"1,650.00","1,587.35","1,642.65","1,587.25",55.4,3.49
APTUS VALUE,287.95,277.55,287.05,277.40,9.65,3.48
Godrej Prop,"2,237.95","2,149.10","2,236.15","2,160.95",75.2,3.48
Trident,30.10,28.31,29.92,28.92,1,3.46
City Union Bank,173.50,165.91,172.95,167.16,5.79,3.46
PCBL Chemical,370.30,349.45,363.70,351.65,12.05,3.43
Timken,"2,830.40","2,734.10","2,823.30","2,730.00",93.3,3.42
Godrej Agrovet,736.70,696.00,718.00,694.30,23.7,3.41
Nuvoco Vistas,349.95,333.00,344.50,333.15,11.35,3.41
Archean Chem,547.95,525.00,540.20,522.45,17.75,3.4
PB Fintech,"1,703.55","1,633.75","1,699.75","1,644.00",55.75,3.39
Prestige Estate,"1,314.95","1,261.25","1,314.00","1,271.10",42.9,3.38
ICICI Lombard ,"1,838.60","1,757.25","1,834.50","1,774.70",59.8,3.37
Usha Martin,355.95,329.60,342.20,331.20,11,3.32
Petronet LNG,301.30,289.00,300.10,290.55,9.55,3.29
Bombay Burmah,"2,147.40","2,050.05","2,116.40","2,049.40",67,3.27
Fert and Chem,915.00,873.95,899.45,871.00,28.45,3.27
Granules India,535.15,517.40,533.30,516.40,16.9,3.27
Muthoot Finance,"2,223.45","2,125.10","2,205.60","2,135.90",69.7,3.26
CCL Products,629.50,599.90,618.95,599.45,19.5,3.25
Thermax,"3,799.90","3,620.20","3,750.60","3,632.40",118.2,3.25
Blue Star,"1,855.50","1,758.00","1,820.40","1,763.20",57.2,3.24
Tata Tech,779.90,756.10,778.50,754.10,24.4,3.24
CESC,137.58,132.57,136.64,132.40,4.24,3.2
Bharat Elec,267.80,259.00,266.45,258.25,8.2,3.18
IFCI,54.55,52.29,53.69,52.04,1.65,3.17
Dr Lal PathLab,"2,786.90","2,677.10","2,766.55","2,681.95",84.6,3.15
NBCC (India),91.45,87.29,89.72,87.01,2.71,3.11
Nuvama Wealth,"5,349.70","5,038.05","5,349.70","5,188.35",161.35,3.11
REC,435.90,420.05,432.70,419.65,13.05,3.11
Happiest Minds ,696.90,672.60,692.60,671.80,20.8,3.1
PNB Housing Fin,869.45,827.45,869.05,843.05,26,3.08
General Insuran,407.40,392.25,403.55,391.55,12,3.06
Solar Ind,"9,569.95","9,255.00","9,535.30","9,251.95",283.35,3.06
R R Kabel,"1,249.00","1,176.45","1,236.00","1,199.40",36.6,3.05
Tata Inv Corp,"5,939.00","5,727.00","5,890.00","5,716.45",173.55,3.04
Ipca Labs,"1,425.95","1,376.45","1,424.45","1,382.75",41.7,3.02
Jubilant Food,687.55,660.55,686.35,666.25,20.1,3.02
Indian Renew,194.88,187.07,192.10,186.49,5.61,3.01
Kansai Nerolac,241.00,232.00,238.50,231.55,6.95,3
L&T Finance,147.37,141.59,146.11,141.87,4.24,2.99
Power Finance,403.80,385.75,397.90,386.35,11.55,2.99
Birlasoft,537.00,521.80,534.50,519.05,15.45,2.98
MMTC Ltd,67.38,65.00,66.74,64.81,1.93,2.98
Oracle Fin Serv,"9,625.00","9,300.90","9,521.90","9,246.50",275.4,2.98
Emcure Pharmace,"1,220.80","1,171.55","1,205.95","1,171.35",34.6,2.95
Schaeffler Ind,"3,235.00","3,139.70","3,212.95","3,121.50",91.45,2.93
Jindal Stainles,639.60,611.85,632.80,614.85,17.95,2.92
Triveni Turbine,618.65,592.65,610.50,593.20,17.3,2.92
Castrol,175.44,170.00,174.24,169.31,4.93,2.91
Engineers India,165.88,158.31,162.40,157.81,4.59,2.91
Five-Star Busin,741.45,713.55,740.50,719.70,20.8,2.89
Shipping Corp,191.88,183.16,188.86,183.57,5.29,2.88
Poonawalla Fin,327.75,306.65,317.55,308.70,8.85,2.87
Wipro,314.70,305.05,312.30,303.60,8.7,2.87
Bajaj Auto,"8,807.00","8,420.15","8,638.90","8,398.40",240.5,2.86
Affle India,"1,513.00","1,455.30","1,500.45","1,458.90",41.55,2.85
Sanofi India,"5,435.95","5,229.20","5,404.45","5,254.65",149.8,2.85
Network 18,52.28,49.59,51.08,49.67,1.41,2.84
Hindustan Aeron,"3,710.00","3,577.55","3,699.45","3,599.15",100.3,2.79
Hindustan Aeron,"3,710.00","3,577.55","3,699.45","3,599.15",100.3,2.79
Tejas Networks,893.50,859.65,880.55,856.70,23.85,2.78
Rattanindia Ent,54.04,51.20,53.05,51.62,1.43,2.77
Indegene,624.60,603.40,622.50,605.70,16.8,2.77
Elecon Eng,549.25,514.80,533.30,519.00,14.3,2.76
Elecon Eng,549.25,514.80,533.30,519.00,14.3,2.76
HDFC AMC,"3,793.45","3,682.20","3,790.55","3,688.65",101.9,2.76
MCX India,"5,725.00","5,515.50","5,684.00","5,531.15",152.85,2.76
Mahindra Life,404.05,385.55,398.10,387.45,10.65,2.75
Saregama India,498.45,477.55,491.90,478.75,13.15,2.75
Tata Motors,751.50,726.55,748.10,728.25,19.85,2.73
Tata Motors,751.50,726.55,748.10,728.25,19.85,2.73
Aditya Birla Re,"1,958.80","1,886.15","1,955.15","1,903.45",51.7,2.72
Godfrey Phillip,"4,510.00","4,362.30","4,484.75","4,366.15",118.6,2.72
Latent View,428.85,414.00,427.50,416.20,11.3,2.72
TITAGARH,944.95,922.75,939.95,915.30,24.65,2.69
Just Dial,879.00,843.10,866.25,843.60,22.65,2.68
Max Financial,"1,071.75","1,037.55","1,071.40","1,043.40",28,2.68
Metro Brands,"1,207.85","1,178.00","1,204.95","1,173.65",31.3,2.67
Shyam Metalics,743.75,715.15,736.70,717.55,19.15,2.67
Syngene Intl,765.00,735.85,763.70,744.00,19.7,2.65
GSFC,201.77,195.82,200.69,195.56,5.13,2.62
COFORGE LTD.,"8,784.00","8,455.20","8,720.90","8,498.80",222.1,2.61
Emami,572.80,558.30,570.00,555.55,14.45,2.6
SBI Life Insura,"1,459.55","1,410.50","1,456.35","1,419.50",36.85,2.6
JK Tyre & Ind,322.00,307.60,315.55,307.60,7.95,2.58
Raymond,"1,523.10","1,474.40","1,500.00","1,462.50",37.5,2.56
DLF,748.65,725.00,745.25,726.75,18.5,2.55
Oberoi Realty,"1,720.85","1,671.95","1,715.65","1,672.95",42.7,2.55
Shree Cements,"27,074.30","25,896.00","26,697.65","26,033.00",664.65,2.55
Mah Seamless,624.35,602.15,620.90,605.55,15.35,2.53
Radico Khaitan,"2,212.35","2,107.45","2,164.65","2,111.20",53.45,2.53
Alkyl Amines,"1,674.65","1,633.05","1,673.70","1,632.60",41.1,2.52
BLS Internation,432.35,416.45,424.95,414.50,10.45,2.52
Vardhman Text,463.55,443.30,454.00,442.85,11.15,2.52
Gujarat Fluoro,"3,599.00","3,295.90","3,434.15","3,350.15",84,2.51
HUDCO,216.50,208.97,214.00,208.77,5.23,2.51
JBM Auto,"1,452.05","1,355.00","1,396.65","1,362.50",34.15,2.51
Zydus Life,939.50,910.25,932.85,910.25,22.6,2.48
DOMS Industries,"2,371.45","2,274.25","2,349.45","2,292.70",56.75,2.48
Triveni Engg,398.40,383.15,394.65,385.15,9.5,2.47
Infosys,"1,888.65","1,840.50","1,874.80","1,829.75",45.05,2.46
SignatureGlobal,"1,155.95","1,122.75","1,152.15","1,124.50",27.65,2.46
HDFC Life,628.10,605.15,626.55,611.55,15,2.45
Polycab,"5,906.00","5,690.25","5,813.95","5,674.65",139.3,2.45
IRFC,142.25,138.45,141.18,137.82,3.36,2.44
KEI Industries,"4,020.00","3,912.00","4,006.90","3,911.50",95.4,2.44
Jubilant Ing.,684.95,655.65,675.00,659.00,16,2.43
Indian Hotels,778.40,749.05,771.85,753.70,18.15,2.41
Phoenix Mills,"1,558.40","1,517.45","1,550.80","1,514.30",36.5,2.41
Ceat,"2,930.00","2,830.00","2,910.50","2,843.10",67.4,2.37
Fine Organics,"4,388.00","4,275.15","4,375.65","4,275.15",100.5,2.35
SRF,"2,677.90","2,557.75","2,661.35","2,600.20",61.15,2.35
Jaiprakash Pow,15.58,15.02,15.30,14.95,0.35,2.34
Voltas,"1,479.25","1,418.55","1,464.35","1,430.95",33.4,2.33
Exide Ind,361.50,338.65,351.30,343.35,7.95,2.32
MOTHERSON,142.10,138.16,141.50,138.33,3.17,2.29
Siemens,"5,819.00","5,658.00","5,814.80","5,684.35",130.45,2.29
UPL,554.00,539.30,550.90,538.65,12.25,2.27
Devyani Int,170.00,163.76,166.19,162.51,3.68,2.26
Garden Reach Sh,"1,565.80","1,509.65","1,541.10","1,507.10",34,2.26
NMDC,65.88,64.15,65.33,63.89,1.44,2.25
Ajanta Pharma,"2,649.00","2,566.10","2,626.15","2,568.65",57.5,2.24
Bajaj Holdings,"11,374.75","11,029.30","11,275.00","11,029.30",245.7,2.23
Dalmia Bharat,"1,868.35","1,805.15","1,853.40","1,813.20",40.2,2.22
Yes Bank,18.92,18.27,18.77,18.37,0.4,2.18
Bata India,"1,278.95","1,231.00","1,264.50","1,237.70",26.8,2.17
GE Shipping,938.10,903.05,928.55,908.90,19.65,2.16
Havells India,"1,529.00","1,483.90","1,525.00","1,492.75",32.25,2.16
Campus Active,272.95,257.45,263.95,258.40,5.55,2.15
Graphite India,475.75,462.45,470.40,460.55,9.85,2.14
Birla Corp,"1,152.95","1,114.55","1,139.10","1,115.35",23.75,2.13
PI Industries,"3,421.50","3,327.50","3,418.10","3,347.90",70.2,2.1
SKF India,"4,078.00","3,947.20","4,019.95","3,937.35",82.6,2.1
TataTeleservice,71.29,68.80,70.23,68.80,1.43,2.08
Ramco Cements,932.85,902.10,926.00,907.10,18.9,2.08
HFCL,97.22,93.87,95.80,93.87,1.93,2.06
UltraTechCement,"11,574.95","11,260.85","11,528.75","11,296.35",232.4,2.06
Finolex Ind,207.45,201.00,204.10,200.00,4.1,2.05
PVR INOX,"1,081.70","1,045.90","1,075.60","1,053.95",21.65,2.05
Ratnamani Metal,"2,887.85","2,788.15","2,858.55","2,801.05",57.5,2.05
Zee Entertain,106.99,103.81,105.79,103.66,2.13,2.05
Alkem Lab,"5,023.45","4,906.75","5,016.00","4,916.05",99.95,2.03
Tata Chemicals,961.70,940.50,960.95,941.80,19.15,2.03
Global Health,"1,048.40","1,018.75","1,038.20","1,017.70",20.5,2.01
IDFC First Bank,59.55,57.80,59.44,58.27,1.17,2.01
Honeywell Autom,"40,998.90","39,174.00","39,808.60","39,024.30",784.3,2.01
United Spirits,"1,428.20","1,381.05","1,425.00","1,397.05",27.95,2
APL Apollo,"1,530.00","1,485.70","1,518.40","1,488.80",29.6,1.99
TBO Tek,"1,608.90","1,543.05","1,601.55","1,570.25",31.3,1.99
Page Industries,"46,098.95","44,583.00","45,570.00","44,683.55",886.45,1.98
Lupin,"2,063.45","2,005.05","2,062.00","2,022.35",39.65,1.96
NALCO,194.77,188.25,193.23,189.53,3.7,1.95
Piramal Enter,973.50,940.00,968.60,950.15,18.45,1.94
Grasim,"2,464.00","2,397.00","2,457.85","2,411.30",46.55,1.93
Oil India,406.00,392.10,404.60,397.05,7.55,1.9
EIH,366.00,355.30,361.80,355.10,6.7,1.89
United Brewerie,"2,080.00","2,027.05","2,068.15","2,030.45",37.7,1.86
Tech Mahindra,"1,685.00","1,654.05","1,678.90","1,648.35",30.55,1.85
Bank of Mah,51.10,49.54,50.31,49.40,0.91,1.84
JSW Steel,941.05,908.00,933.05,916.15,16.9,1.84
Mastek,"2,515.40","2,436.05","2,500.40","2,455.55",44.85,1.83
NHPC,75.63,73.10,74.41,73.09,1.32,1.81
Tube Investment,"3,275.00","3,125.00","3,195.00","3,138.30",56.7,1.81
Marico,683.60,664.35,675.85,663.95,11.9,1.79
Sun TV Network,641.80,625.20,638.00,626.80,11.2,1.79
Narayana Hruda,"1,291.70","1,265.20","1,291.70","1,269.10",22.6,1.78
Bikaji Foods,658.70,637.30,655.25,643.85,11.4,1.77
CDSL,"1,300.00","1,257.65","1,287.00","1,264.60",22.4,1.77
FSN E-Co Nykaa,172.49,165.61,170.73,167.78,2.95,1.76
Krishna Inst.,607.15,585.95,605.95,595.60,10.35,1.74
Krishna Inst.,607.15,585.95,605.95,595.60,10.35,1.74
Coal India,379.30,370.80,377.05,370.65,6.4,1.73
Bajaj Finance,"7,787.00","7,568.95","7,737.45","7,606.60",130.85,1.72
PNC Infratech,306.50,295.10,302.20,297.10,5.1,1.72
IRCTC,764.55,749.00,762.90,750.05,12.85,1.71
Kotak Mahindra,"1,924.00","1,885.00","1,919.95","1,887.75",32.2,1.71
Kalyan Jeweller,451.95,434.30,445.50,438.05,7.45,1.7
Pfizer,"4,521.25","4,425.05","4,498.00","4,423.30",74.7,1.69
RBL Bank,159.95,155.50,158.18,155.56,2.62,1.68
Kirloskar Bros,"1,790.65","1,734.00","1,783.55","1,754.20",29.35,1.67
M&M,"2,928.25","2,856.30","2,918.45","2,870.60",47.85,1.67
ABB India,"6,139.20","6,015.00","6,098.40","5,998.95",99.45,1.66
Sundram,"1,000.05",971.00,992.25,976.15,16.1,1.65
Mankind Pharma,"2,508.05","2,425.55","2,496.95","2,456.70",40.25,1.64
Asahi India,668.95,615.25,631.00,621.15,9.85,1.59
Mazagon Dock,"2,410.00","2,328.30","2,359.35","2,322.70",36.65,1.58
Mazagon Dock,"2,410.00","2,328.30","2,359.35","2,322.70",36.65,1.58
Data Patterns,"2,123.55","2,030.00","2,098.15","2,066.00",32.15,1.56
Cochin Shipyard,"1,459.95","1,416.05","1,431.30","1,409.45",21.85,1.55
Cochin Shipyard,"1,459.95","1,416.05","1,431.30","1,409.45",21.85,1.55
Aurobindo Pharm,"1,161.85","1,133.05","1,156.15","1,138.60",17.55,1.54
P and G,"14,375.95","14,054.05","14,374.80","14,156.75",218.05,1.54
HCL Tech,"1,724.10","1,696.00","1,719.15","1,693.25",25.9,1.53
MRPL,126.71,123.25,124.95,123.07,1.88,1.53
Tata Steel,131.34,128.55,130.59,128.62,1.97,1.53
Tata Steel,131.34,128.55,130.59,128.62,1.97,1.53
Rashtriya Chem,157.68,152.51,154.78,152.48,2.3,1.51
Sun Pharma,"1,737.40","1,696.00","1,731.00","1,705.50",25.5,1.5
Torrent Pharma,"3,390.00","3,300.00","3,364.45","3,314.80",49.65,1.5
Quess Corp,596.70,579.85,591.85,583.30,8.55,1.47
Federal Bank,187.78,181.61,186.78,184.10,2.68,1.46
New India Assur,177.35,170.45,172.84,170.35,2.49,1.46
Union Bank,113.74,110.29,112.17,110.57,1.6,1.45
Escorts Kubota,"3,541.45","3,474.90","3,533.45","3,483.60",49.85,1.43
KPIL,"1,043.10","1,001.20","1,030.20","1,015.95",14.25,1.4
LIC India,835.55,820.25,829.85,818.65,11.2,1.37
C. E. Info Syst,"1,654.40","1,611.70","1,637.90","1,616.40",21.5,1.33
TCS,"4,107.85","4,054.00","4,093.95","4,040.30",53.65,1.33
Rainbow Child,"1,396.80","1,366.60","1,393.00","1,374.85",18.15,1.32
Natco Pharma,"1,194.95","1,139.20","1,161.30","1,146.35",14.95,1.3
Colgate,"2,764.35","2,630.45","2,713.65","2,679.40",34.25,1.28
VIP Industries,378.90,350.05,370.95,366.25,4.7,1.28
Trent,"5,604.85","5,415.70","5,524.60","5,455.10",69.5,1.27
RHI Magnesita,484.50,464.10,470.25,464.35,5.9,1.27
Vedanta,432.35,424.30,430.75,425.35,5.4,1.27
Eris Life,"1,171.25","1,144.15","1,170.25","1,155.85",14.4,1.25
Go Digit,305.70,288.15,298.25,294.60,3.65,1.24
Home First,987.00,938.00,973.70,961.95,11.75,1.22
SJVN,93.22,89.69,91.05,89.95,1.1,1.22
Karur Vysya,229.50,225.51,227.60,224.90,2.7,1.2
Tata Power,352.45,345.00,350.50,346.35,4.15,1.2
Equitas Bank,68.85,65.00,66.18,65.40,0.78,1.19
Hindalco,584.60,571.60,580.70,573.85,6.85,1.19
Kajaria Ceramic,"1,018.30",983.15,"1,001.05",989.30,11.75,1.19
Adani Ports,"1,100.90","1,074.50","1,093.60","1,080.70",12.9,1.19
Rajesh Exports,194.73,187.05,189.27,187.05,2.22,1.19
Redington,209.40,199.20,205.31,202.90,2.41,1.19
SAIL,105.17,103.00,104.06,102.84,1.22,1.19
Alembic Pharma,917.15,885.00,908.90,898.30,10.6,1.18
Bajaj Finserv,"1,804.95","1,767.25","1,789.60","1,768.95",20.65,1.17
Bajaj Finserv,"1,804.95","1,767.25","1,789.60","1,768.95",20.65,1.17
Westlife Food,724.70,707.10,718.10,709.85,8.25,1.16
Vinati Organics,"1,643.00","1,600.40","1,622.30","1,603.65",18.65,1.16
KNR Construct,293.45,283.50,289.65,286.35,3.3,1.15
RITES,256.95,247.95,251.70,248.85,2.85,1.15
ONGC,251.99,247.00,251.52,248.68,2.84,1.14
Titan Company,"3,375.00","3,309.05","3,363.80","3,325.90",37.9,1.14
IndusInd Bank,946.60,931.95,944.65,934.15,10.5,1.12
SUMITOMO,509.00,492.10,502.95,497.40,5.55,1.12
Adani Enterpris,"2,326.25","2,282.60","2,311.35","2,286.05",25.3,1.11
Adani Power,509.65,496.90,502.70,497.20,5.5,1.11
Bharat Dynamics,"1,256.00","1,208.05","1,225.20","1,212.05",13.15,1.08
Bharat Dynamics,"1,256.00","1,208.05","1,225.20","1,212.05",13.15,1.08
Balkrishna Ind,"2,750.00","2,682.50","2,735.30","2,706.15",29.15,1.08
J. K. Cement,"4,970.00","4,801.95","4,883.50","4,831.20",52.3,1.08
Pidilite Ind,"2,896.00","2,850.30","2,895.00","2,864.10",30.9,1.08
Eicher Motors,"5,235.00","5,080.55","5,159.80","5,105.40",54.4,1.07
Jio Financial,237.90,233.00,235.90,233.40,2.5,1.07
CenturyPlyboard,786.30,766.95,783.40,775.35,8.05,1.04
Power Grid Corp,289.15,283.30,286.90,283.95,2.95,1.04
Nippon,588.95,567.25,575.40,569.45,5.95,1.04
Adani Wilmar,266.70,258.60,263.25,260.60,2.65,1.02
Guj State Petro,344.70,334.85,338.40,335.10,3.3,0.98
Carborundum,"1,160.00","1,126.95","1,155.75","1,144.70",11.05,0.97
Alok Industries,18.65,18.15,18.32,18.15,0.17,0.94
Jindal Steel,855.85,836.70,849.00,841.10,7.9,0.94
Aadhar Housing ,396.95,378.00,394.75,391.10,3.65,0.93
AAVAS Financier,"1,699.70","1,670.10","1,687.95","1,672.60",15.35,0.92
Valor Estate,161.92,156.90,158.00,156.56,1.44,0.92
Nestle,"2,177.00","2,131.25","2,175.30","2,156.30",19,0.88
Nestle,"2,177.00","2,131.25","2,175.30","2,156.30",19,0.88
Hero Motocorp,"4,114.80","4,033.05","4,061.55","4,026.35",35.2,0.87
Larsen,"3,449.95","3,412.00","3,443.25","3,413.90",29.35,0.86
Bank of India,110.71,107.92,110.44,109.51,0.93,0.85
Sapphire Foods,296.00,284.65,289.40,286.95,2.45,0.85
Sapphire Foods,296.00,284.65,289.40,286.95,2.45,0.85
V-Guard Ind,363.60,348.85,356.80,353.80,3,0.85
AIA Engineering,"3,675.00","3,591.00","3,649.65","3,619.15",30.5,0.84
NTPC,322.20,313.30,320.90,318.25,2.65,0.83
IOC,124.39,122.90,123.58,122.58,1,0.82
Blue Dart,"6,471.00","6,349.50","6,400.00","6,349.50",50.5,0.8
ICICI Prudentia,611.35,598.95,605.10,600.30,4.8,0.8
LIC Housing Fin,583.45,572.00,575.05,570.50,4.55,0.8
IOB,50.34,49.45,49.88,49.49,0.39,0.79
Sobha,"1,315.00","1,235.00","1,290.15","1,280.30",9.85,0.77
Apollo Hospital,"6,795.00","6,697.25","6,757.95","6,708.95",49,0.73
Gujarat Gas,479.50,464.40,470.00,466.60,3.4,0.73
Max Healthcare,"1,032.40","1,000.00","1,029.10","1,021.65",7.45,0.73
SBFC Finance,85.43,84.27,84.74,84.13,0.61,0.73
Container Corp,750.00,738.00,743.50,738.15,5.35,0.72
Route,"1,217.00","1,156.30","1,200.00","1,191.40",8.6,0.72
