company_name,high,low,last_price,prev_close,change,percent_gain
Poly Medicure,"2,335.20","2,231.00","2,305.00","2,215.25",89.75,4.05
CenturyPlyboard,735.00,710.90,733.10,704.90,28.20,4
NMDC Steel,37.26,36.13,36.99,35.58,1.41,3.96
Inox India,"1,039.00",984.10,"1,022.25",983.50,38.75,3.94
Usha Martin,334.95,321.00,333.55,321.05,12.50,3.89
Ratnamani Metal,"2,769.45","2,557.05","2,645.00","2,546.20",98.80,3.88
HEG,393.00,374.00,386.15,371.90,14.25,3.83
HEG,393.00,374.00,386.15,371.90,14.25,3.83
Coal India,384.15,368.10,382.25,368.25,14.00,3.8
HINDPETRO,342.40,331.80,338.45,326.15,12.30,3.77
Hindalco,687.60,661.85,682.00,657.35,24.65,3.75
Intellect Desig,689.70,661.95,684.45,659.90,24.55,3.72
Tata Steel,152.20,146.20,151.49,146.10,5.39,3.69
Tata Steel,152.20,146.20,151.49,146.10,5.39,3.69
IEX,165.50,160.74,164.02,158.25,5.77,3.65
IIFL Finance,327.70,314.85,325.15,313.70,11.45,3.65
Netweb,"1,598.00","1,530.55","1,582.40","1,526.70",55.70,3.65
DOMS Industries,"2,713.00","2,600.00","2,706.95","2,611.90",95.05,3.64
Dr Lal PathLab,"2,521.00","2,423.00","2,515.30","2,427.30",88.00,3.63
Endurance Techn,"1,853.55","1,789.95","1,851.95","1,787.45",64.50,3.61
BPCL,265.95,259.00,265.05,255.84,9.21,3.6
CDSL,"1,185.55","1,142.45","1,179.95","1,139.00",40.95,3.6
Hind Zinc,429.35,416.25,425.90,411.25,14.65,3.56
Krishna Inst.,530.30,509.50,526.40,508.45,17.95,3.53
Krishna Inst.,530.30,509.50,526.40,508.45,17.95,3.53
Vedanta,446.85,431.25,443.95,428.95,15.00,3.5
Welspun Corp,791.95,758.50,784.35,757.85,26.50,3.5
Mahanagar Gas,"1,334.60","1,285.35","1,325.00","1,280.40",44.60,3.48
TBO Tek,"1,362.75","1,305.85","1,354.35","1,308.85",45.50,3.48
Hind Copper,227.40,220.00,224.79,217.41,7.38,3.39
KPIT Tech,"1,325.75","1,290.05","1,324.50","1,281.75",42.75,3.34
MOTHERSON,131.08,124.93,128.08,123.94,4.14,3.34
Raymond,"1,355.00","1,320.00","1,354.10","1,310.75",43.35,3.31
eClerx Services,"2,783.60","2,669.05","2,780.00","2,692.70",87.30,3.24
Kirloskar Bros,"1,651.30","1,592.00","1,642.50","1,590.90",51.60,3.24
Godrej Consumer,"1,037.75",998.00,"1,023.35",991.35,32.00,3.23
Marico,611.50,594.00,608.00,589.15,18.85,3.2
Berger Paints,501.50,487.85,499.40,484.00,15.40,3.18
Hitachi Energy,"13,955.00","13,272.45","13,609.15","13,191.10",418.05,3.17
CAMS,"3,322.00","3,210.50","3,296.15","3,195.30",100.85,3.16
CIEINDIA,414.35,402.40,412.50,399.85,12.65,3.16
Piramal Enter,940.40,913.35,939.00,910.20,28.80,3.16
Network 18,44.39,43.48,44.35,43.00,1.35,3.14
GE Shipping,874.50,850.10,873.50,847.30,26.20,3.09
Guj Amb Exports,109.00,105.23,108.24,105.02,3.22,3.07
Gland,"1,636.80","1,589.95","1,625.00","1,576.60",48.40,3.07
Aadhar Housing ,400.55,388.70,400.30,388.50,11.80,3.04
HUDCO,183.93,179.96,182.82,177.43,5.39,3.04
Archean Chem,549.25,530.10,547.35,531.40,15.95,3
Sundram,951.45,928.00,949.20,921.55,27.65,3
Jubilant Pharmo,925.00,897.05,922.70,895.85,26.85,3
Apollo Tyres,407.70,393.50,401.00,389.45,11.55,2.97
Deepak Fert,"1,084.00","1,052.05","1,078.55","1,047.40",31.15,2.97
Vinati Organics,"1,643.35","1,565.30","1,613.25","1,566.70",46.55,2.97
Bombay Burmah,"1,798.00","1,744.30","1,792.60","1,741.55",51.05,2.93
IGL,190.00,183.63,187.64,182.32,5.32,2.92
NMDC,67.64,65.55,67.35,65.44,1.91,2.92
Whirlpool,"1,001.10",945.85,986.10,958.15,27.95,2.92
Varun Beverages,494.95,477.85,489.85,476.00,13.85,2.91
Varun Beverages,494.95,477.85,489.85,476.00,13.85,2.91
Varun Beverages,494.95,477.85,489.85,476.00,13.85,2.91
Nuvama Wealth,"5,539.85","5,355.15","5,509.85","5,354.75",155.10,2.9
REC,418.10,408.00,413.85,402.20,11.65,2.9
Valor Estate,130.79,126.05,129.42,125.78,3.64,2.89
RBL Bank,163.95,160.26,162.77,158.22,4.55,2.88
Tanla Platforms,471.30,458.60,466.10,453.05,13.05,2.88
Cipla,"1,463.90","1,419.75","1,460.45","1,419.75",40.70,2.87
IOC,126.88,123.95,125.73,122.25,3.48,2.85
Adani Ports,"1,148.75","1,101.85","1,144.20","1,112.70",31.50,2.83
ZFCVINDIA,"11,348.00","10,936.85","11,238.35","10,930.00",308.35,2.82
EID Parry,702.00,680.60,701.00,681.85,19.15,2.81
Granules India,500.00,486.85,497.30,483.70,13.60,2.81
Balrampur Chini,467.30,452.00,461.90,449.30,12.60,2.8
Mahindra Life,332.85,320.65,331.30,322.35,8.95,2.78
CG Power ,631.50,615.95,629.80,612.90,16.90,2.76
KPR Mill,892.50,843.30,876.30,852.95,23.35,2.74
Karur Vysya,205.83,198.35,205.00,199.59,5.41,2.71
Mastek,"2,390.10","2,306.00","2,382.70","2,320.00",62.70,2.7
Shree Renuka,29.35,28.64,29.31,28.54,0.77,2.7
Swan Energy,456.25,436.30,451.80,439.95,11.85,2.69
Tata Inv Corp,"6,265.75","6,070.00","6,188.00","6,025.80",162.20,2.69
Jindal Steel,917.65,894.05,915.50,891.65,23.85,2.67
Power Finance,408.80,400.10,406.25,395.75,10.50,2.65
Birla Corp,"1,006.20",979.05,996.85,971.20,25.65,2.64
Honasa Consumer,222.87,216.00,221.68,216.01,5.67,2.62
Asahi India,637.25,619.95,632.85,616.75,16.10,2.61
Bharat Forge,"1,090.00","1,066.95","1,084.65","1,057.10",27.55,2.61
Welspun Living,121.95,118.37,121.57,118.50,3.07,2.59
Olectra Greente,"1,138.45","1,085.10","1,116.20","1,088.20",28.00,2.57
Laurus Labs,586.55,569.45,581.05,566.50,14.55,2.57
Syrma SGS,448.00,428.50,440.90,429.85,11.05,2.57
Grindwell Norto,"1,547.35","1,506.05","1,533.45","1,495.25",38.20,2.55
Kansai Nerolac,235.00,231.37,234.96,229.11,5.85,2.55
PVR INOX,980.35,959.90,977.40,953.05,24.35,2.55
Shipping Corp,156.75,153.01,155.63,151.82,3.81,2.51
Torrent Pharma,"3,064.00","2,974.05","3,053.15","2,978.75",74.40,2.5
Kaynes Tech,"4,299.65","4,200.00","4,273.90","4,170.45",103.45,2.48
Shyam Metalics,767.05,744.90,762.80,744.55,18.25,2.45
NTPC,335.70,323.20,334.10,326.20,7.90,2.42
PI Industries,"3,232.00","3,148.05","3,220.85","3,145.35",75.50,2.4
Aarti Ind,412.35,402.00,411.55,401.95,9.60,2.39
IRFC,121.38,118.80,120.54,117.73,2.81,2.39
Balkrishna Ind,"2,563.95","2,514.05","2,556.20","2,497.20",59.00,2.36
Bajaj Finserv,"1,853.00","1,784.10","1,844.00","1,801.80",42.20,2.34
Bajaj Finserv,"1,853.00","1,784.10","1,844.00","1,801.80",42.20,2.34
UNO Minda,878.30,855.50,873.35,853.50,19.85,2.33
Zydus Life,925.00,900.00,908.00,887.45,20.55,2.32
JK Lakshmi Cem,723.30,707.00,719.75,703.45,16.30,2.32
Piramal Pharma,207.29,199.00,202.20,197.62,4.58,2.32
Delhivery,265.69,256.20,261.58,255.72,5.86,2.29
Emcure Pharmace,999.00,971.30,987.60,965.50,22.10,2.29
Sona BLW,532.45,515.00,520.60,509.05,11.55,2.27
Ramco Cements,882.30,860.65,880.00,860.80,19.20,2.23
HUL,"2,229.80","2,163.75","2,218.50","2,170.45",48.05,2.21
Rattanindia Ent,43.68,42.45,43.10,42.17,0.93,2.21
CRISIL,"4,556.85","4,444.00","4,537.20","4,439.55",97.65,2.2
LT Technology,"4,869.75","4,754.15","4,859.10","4,754.40",104.70,2.2
Indian Renew,152.46,149.42,150.44,147.26,3.18,2.16
Reliance,"1,204.90","1,185.15","1,201.00","1,175.60",25.40,2.16
Suzlon Energy,52.89,51.72,52.60,51.49,1.11,2.16
Honeywell Autom,"35,095.80","34,500.00","35,049.00","34,314.30",734.70,2.14
NALCO,194.32,191.35,193.32,189.29,4.03,2.13
IDBI Bank,72.55,71.39,72.25,70.77,1.48,2.09
V-Guard Ind,330.85,323.60,329.30,322.60,6.70,2.08
BEML,"2,607.70","2,546.80","2,588.90","2,536.75",52.15,2.06
Sun Pharma,"1,617.90","1,572.55","1,615.00","1,582.45",32.55,2.06
Muthoot Finance,"2,186.15","2,132.25","2,169.10","2,125.90",43.20,2.03
Eris Life,"1,318.00","1,236.10","1,257.40","1,232.65",24.75,2.01
Eicher Motors,"5,092.90","4,995.60","5,087.55","4,988.30",99.25,1.99
Gujarat Gas,396.90,389.00,393.40,385.75,7.65,1.98
Biocon,332.35,324.30,331.25,324.85,6.40,1.97
Cummins,"3,050.00","2,912.65","2,960.90","2,903.95",56.95,1.96
Birlasoft,443.85,436.05,441.55,433.05,8.50,1.96
Motherson SWI,51.30,50.42,51.08,50.10,0.98,1.96
Jupiter Wagons,312.25,302.10,307.50,301.65,5.85,1.94
Thermax,"3,388.50","3,235.95","3,299.85","3,237.00",62.85,1.94
Coromandel Int,"1,747.55","1,700.15","1,736.05","1,703.10",32.95,1.93
Sun Pharma Adv,129.09,124.80,127.00,124.60,2.40,1.93
Finolex Cables,851.00,831.00,844.30,828.40,15.90,1.92
Alok Industries,17.15,16.78,17.10,16.78,0.32,1.91
Shriram Finance,650.80,637.00,643.05,631.30,11.75,1.86
Shriram Finance,650.80,637.00,643.05,631.30,11.75,1.86
MphasiS,"2,369.90","2,315.80","2,350.55","2,307.85",42.70,1.85
UCO Bank,37.80,37.05,37.44,36.76,0.68,1.85
Devyani Int,176.42,171.89,174.00,170.87,3.13,1.83
Bikaji Foods,685.55,666.20,677.10,665.00,12.10,1.82
Axis Bank,"1,039.50","1,015.15","1,032.90","1,014.45",18.45,1.82
Godrej Agrovet,784.30,752.00,774.75,761.05,13.70,1.8
Westlife Food,728.85,707.55,717.80,705.15,12.65,1.79
Siemens,"5,268.25","5,085.80","5,176.75","5,085.75",91.00,1.79
Sanofi India,"5,460.00","5,333.20","5,412.70","5,318.05",94.65,1.78
Aurobindo Pharm,"1,118.00","1,098.85","1,112.40","1,093.00",19.40,1.77
LIC Housing Fin,534.00,525.95,529.75,520.55,9.20,1.77
ONGC,233.57,226.71,233.00,228.94,4.06,1.77
Colgate,"2,457.80","2,413.35","2,452.00","2,409.65",42.35,1.76
NBCC (India),80.83,79.24,80.37,78.99,1.38,1.75
Voltas,"1,421.55","1,388.40","1,412.15","1,387.80",24.35,1.75
City Union Bank,156.66,153.50,155.59,152.95,2.64,1.73
AB Capital,161.39,157.01,159.39,156.70,2.69,1.72
Trident,26.30,25.74,26.03,25.59,0.44,1.72
Hero Motocorp,"3,655.55","3,582.70","3,650.55","3,588.75",61.80,1.72
ABB India,"5,432.00","5,283.60","5,403.10","5,312.30",90.80,1.71
Capri Global,166.96,164.40,166.61,163.81,2.80,1.71
Capri Global,166.96,164.40,166.61,163.81,2.80,1.71
Ambuja Cements,499.50,487.00,499.50,491.10,8.40,1.71
MRF,"108,250.00","106,500.05","107,609.40","105,805.50","1,803.90",1.7
PNB Housing Fin,829.55,796.85,818.60,805.00,13.60,1.69
Motilal Oswal,619.20,602.00,612.45,602.35,10.10,1.68
Info Edge,"7,029.85","6,814.00","6,903.05","6,789.90",113.15,1.67
Pidilite Ind,"2,752.00","2,707.15","2,738.00","2,692.95",45.05,1.67
Bank of Mah,48.29,47.42,47.96,47.18,0.78,1.65
AU Small Financ,557.35,548.60,555.30,546.45,8.85,1.62
Britannia,"4,799.90","4,654.65","4,798.45","4,722.15",76.30,1.62
GAIL,162.62,159.01,161.52,158.95,2.57,1.62
Navin Fluorine,"4,136.55","4,065.00","4,121.35","4,055.75",65.60,1.62
Adani Total Gas,602.50,583.30,599.30,589.90,9.40,1.59
Rashtriya Chem,125.80,122.96,124.65,122.70,1.95,1.59
Balaji Amines,"1,352.65","1,322.45","1,330.00","1,309.35",20.65,1.58
Escorts Kubota,"3,090.00","3,000.00","3,080.85","3,033.05",47.80,1.58
KNR Construct,226.95,220.50,223.30,219.83,3.47,1.58
ITI,256.00,250.00,254.89,250.96,3.93,1.57
Jio Financial,222.39,218.06,220.50,217.10,3.40,1.57
NHPC,77.82,76.50,77.54,76.35,1.19,1.56
IRCTC,707.10,697.00,705.90,695.15,10.75,1.55
Sobha,"1,227.45","1,193.05","1,217.80","1,199.20",18.60,1.55
Bandhan Bank,150.45,147.80,149.70,147.43,2.27,1.54
Tata Elxsi,"5,694.35","5,603.00","5,638.50","5,553.40",85.10,1.53
Go Digit,306.90,298.00,304.45,299.90,4.55,1.52
Quess Corp,652.00,631.85,636.80,627.25,9.55,1.52
BHEL,201.50,197.04,199.03,196.06,2.97,1.51
IFCI,44.69,43.21,43.72,43.07,0.65,1.51
Elecon Eng,430.00,422.00,425.75,419.55,6.20,1.48
Elecon Eng,430.00,422.00,425.75,419.55,6.20,1.48
Cera Sanitary,"5,643.00","5,519.70","5,590.80","5,509.20",81.60,1.48
Chambal Fert,588.80,572.65,579.50,571.10,8.40,1.47
Dr Reddys Labs,"1,145.70","1,118.65","1,142.95","1,126.40",16.55,1.47
Dr Reddys Labs,"1,145.70","1,118.65","1,142.95","1,126.40",16.55,1.47
Bata India,"1,259.45","1,233.15","1,254.95","1,237.10",17.85,1.44
RITES,214.89,210.44,212.39,209.37,3.02,1.44
PCBL Chemical,392.80,382.35,386.20,380.75,5.45,1.43
PNB,92.00,90.50,91.02,89.74,1.28,1.43
Aster DM Health,421.00,410.50,420.15,414.25,5.90,1.42
Bank of Baroda,210.38,206.24,208.14,205.22,2.92,1.42
IRB Infra,45.79,44.85,45.26,44.63,0.63,1.41
IRB Infra,45.79,44.85,45.26,44.63,0.63,1.41
Jaiprakash Pow,13.97,13.54,13.71,13.52,0.19,1.41
Max Financial,"1,036.00","1,010.00","1,028.85","1,014.55",14.30,1.41
Bajaj Finance,"8,459.80","8,275.55","8,412.00","8,298.70",113.30,1.37
Deepak Nitrite,"1,967.95","1,930.00","1,963.85","1,937.35",26.50,1.37
Lemon Tree,130.35,128.20,130.14,128.40,1.74,1.36
Action Const,"1,117.55","1,091.30","1,103.10","1,088.50",14.60,1.34
Alkem Lab,"4,780.00","4,676.50","4,759.25","4,696.50",62.75,1.34
Cochin Shipyard,"1,301.75","1,260.00","1,282.80","1,265.90",16.90,1.34
Cochin Shipyard,"1,301.75","1,260.00","1,282.80","1,265.90",16.90,1.34
IOB,45.08,44.21,44.58,43.99,0.59,1.34
Sonata,398.70,387.00,392.20,387.00,5.20,1.34
Mah Seamless,651.30,638.20,645.10,636.65,8.45,1.33
AIA Engineering,"3,237.65","3,139.00","3,179.90","3,138.45",41.45,1.32
SJVN,88.37,86.75,87.72,86.58,1.14,1.32
ICICI Lombard ,"1,713.00","1,667.40","1,698.80","1,676.90",21.90,1.31
Railtel,297.70,290.20,293.20,289.45,3.75,1.3
RamkrishnaForge,708.35,687.25,695.10,686.20,8.90,1.3
Dabur India,497.75,488.70,494.00,487.70,6.30,1.29
Oil India,376.15,365.30,372.95,368.20,4.75,1.29
Pfizer,"4,139.05","4,067.80","4,124.90","4,072.45",52.45,1.29
Avanti Feeds,822.00,792.10,796.20,786.10,10.10,1.28
ABSL AMC,628.40,611.20,620.00,612.25,7.75,1.27
Indiamart Inter,"2,020.65","1,981.60","2,008.00","1,982.75",25.25,1.27
Triveni Engg,370.30,361.95,363.85,359.30,4.55,1.27
Tata Chemicals,817.80,805.60,812.80,802.70,10.10,1.26
LT Finance,143.78,140.20,141.45,139.70,1.75,1.25
MM Financial,281.15,276.60,279.45,276.00,3.45,1.25
Avenue Supermar,"3,529.95","3,475.00","3,517.30","3,474.50",42.80,1.23
Emami,542.00,525.25,531.85,525.55,6.30,1.2
Ircon Internati,152.45,147.90,149.58,147.81,1.77,1.2
Ircon Internati,152.45,147.90,149.58,147.81,1.77,1.2
Jyothy Labs,339.00,326.35,332.50,328.55,3.95,1.2
Equitas Bank,57.19,55.44,56.49,55.83,0.66,1.18
Metropolis,"1,690.00","1,620.05","1,647.50","1,628.25",19.25,1.18
Solar Ind,"9,390.00","9,240.00","9,347.05","9,238.35",108.70,1.18
G R Infra,"1,025.00",996.00,"1,020.40","1,008.70",11.70,1.16
Interglobe Avi,"4,775.10","4,659.05","4,751.90","4,698.10",53.80,1.15
Newgen Software,"1,022.20",996.00,"1,003.50",992.10,11.40,1.15
Syngene Intl,687.90,677.60,684.95,677.25,7.70,1.14
Gujarat Fluoro,"3,769.80","3,677.20","3,748.20","3,706.20",42.00,1.13
Akums Drugs P,529.60,506.65,521.35,515.65,5.70,1.11
GSFC,178.73,174.34,176.06,174.12,1.94,1.11
Zee Entertain,100.98,98.70,99.50,98.41,1.09,1.11
Natco Pharma,847.05,825.05,828.80,819.85,8.95,1.09
TITAGARH,732.50,715.05,722.90,715.15,7.75,1.08
Central Bank,45.39,44.41,44.60,44.13,0.47,1.07
LTIMindtree,"4,847.00","4,783.45","4,824.40","4,773.50",50.90,1.07
Havells India,"1,478.10","1,450.00","1,458.30","1,443.20",15.10,1.05
Chalet Hotels,782.80,764.25,780.35,772.30,8.05,1.04
Ashok Leyland,213.80,210.06,211.37,209.21,2.16,1.03
Canara Bank,86.77,85.11,85.89,85.02,0.87,1.02
Canara Bank,86.77,85.11,85.89,85.02,0.87,1.02
Alembic Pharma,817.05,800.40,812.05,803.95,8.10,1.01
Poonawalla Fin,291.25,284.70,288.10,285.25,2.85,1
Ajanta Pharma,"2,600.00","2,556.30","2,586.85","2,561.90",24.95,0.97
Chola Invest.,"1,500.00","1,453.25","1,461.00","1,446.90",14.10,0.97
Fine Organics,"3,854.00","3,780.95","3,799.30","3,762.90",36.40,0.97
Tata Power,357.45,351.15,354.80,351.40,3.40,0.97
Cyient,"1,306.95","1,274.05","1,281.65","1,269.60",12.05,0.95
Praj Industries,533.00,516.10,520.85,516.00,4.85,0.94
Indian Bank,529.00,518.70,526.25,521.40,4.85,0.93
GNFC,506.00,494.40,499.60,495.05,4.55,0.92
Bayer CropScien,"4,980.30","4,840.05","4,875.00","4,830.50",44.50,0.92
Astral Ltd,"1,337.55","1,316.15","1,329.80","1,317.85",11.95,0.91
Garden Reach Sh,"1,343.75","1,293.00","1,306.20","1,294.40",11.80,0.91
Star Health,379.75,367.50,370.55,367.20,3.35,0.91
Sterling Wilson,260.90,248.80,255.05,252.75,2.30,0.91
Carborundum,929.65,911.10,918.00,909.80,8.20,0.9
Torrent Power,"1,328.80","1,301.35","1,323.00","1,311.25",11.75,0.9
Apollo Hospital,"6,292.00","6,217.05","6,269.45","6,214.40",55.05,0.89
Amara Raja,"1,031.10",992.05,"1,010.00","1,001.20",8.80,0.88
KFin Tech,898.40,875.20,889.80,882.05,7.75,0.88
Tata Comm,"1,410.00","1,392.30","1,402.30","1,390.00",12.30,0.88
JK Bank,98.69,97.19,97.75,96.93,0.82,0.85
Kajaria Ceramic,897.45,874.20,881.65,874.20,7.45,0.85
KPIL,979.00,890.95,906.00,898.40,7.60,0.85
Divis Labs,"5,645.95","5,549.95","5,562.45","5,516.55",45.90,0.83
FSN E-Co Nykaa,169.35,165.27,166.75,165.38,1.37,0.83
United Spirits,"1,335.95","1,320.15","1,331.20","1,320.20",11.00,0.83
Fert and Chem,673.95,656.05,663.00,657.65,5.35,0.81
NCC,190.50,186.25,188.02,186.51,1.51,0.81
JK Tyre Ind,273.00,266.60,271.50,269.35,2.15,0.8
JSW Steel,"1,016.20",997.10,"1,010.70","1,002.70",8.00,0.8
Can Fin Homes,619.65,601.25,607.80,603.05,4.75,0.79
New India Assur,153.24,149.66,150.17,149.00,1.17,0.79
Union Bank,118.25,116.45,116.88,115.97,0.91,0.78
ACC,"1,879.00","1,857.00","1,871.60","1,857.25",14.35,0.77
Glenmark,"1,410.00","1,381.00","1,398.65","1,388.00",10.65,0.77
TataTeleservice,61.20,59.27,60.14,59.68,0.46,0.77
DLF,670.60,662.40,666.40,661.35,5.05,0.76
Techno Electric,985.95,942.00,966.20,958.95,7.25,0.76
Rajesh Exports,168.90,163.47,164.49,163.28,1.21,0.74
Blue Star,"2,167.70","2,080.60","2,146.70","2,131.20",15.50,0.73
TVS Supply,143.73,141.00,142.40,141.38,1.02,0.72
Larsen,"3,266.45","3,215.00","3,262.30","3,239.65",22.65,0.7
GlaxoSmithKline,"2,745.90","2,675.20","2,711.50","2,693.30",18.20,0.68
Indegene,533.00,523.00,527.85,524.40,3.45,0.66
Data Patterns,"1,461.95","1,405.05","1,423.95","1,415.05",8.90,0.63
One 97 Paytm,722.70,695.80,713.35,708.90,4.45,0.63
Finolex Ind,185.62,181.65,181.96,180.84,1.12,0.62
Schaeffler Ind,"3,278.00","3,199.50","3,259.85","3,239.75",20.10,0.62
Dalmia Bharat,"1,733.00","1,688.10","1,717.65","1,707.10",10.55,0.62
TCS,"3,576.70","3,536.10","3,569.05","3,547.05",22.00,0.62
Vedant Fashions,850.00,828.45,839.60,834.40,5.20,0.62
Gillette India,"8,192.00","8,040.05","8,055.85","8,007.25",48.60,0.61
Anant Raj,477.50,461.10,466.05,463.30,2.75,0.59
Himadri Special,447.00,436.35,437.00,434.45,2.55,0.59
Guj State Petro,295.50,286.00,293.50,291.80,1.70,0.58
BASF,"4,622.00","4,545.00","4,587.15","4,561.60",25.55,0.56
Campus Active,268.60,260.40,262.40,260.95,1.45,0.56
JBM Auto,556.95,537.20,543.15,540.15,3.00,0.56
HCL Tech,"1,594.70","1,575.15","1,581.60","1,572.95",8.65,0.55
LIC India,770.00,760.05,766.00,761.80,4.20,0.55
Lupin,"2,034.00","2,006.05","2,020.80","2,010.10",10.70,0.53
BLS Internation,346.55,335.15,341.75,340.00,1.75,0.51
M&M,"2,766.85","2,695.00","2,740.45","2,726.60",13.85,0.51
Timken,"2,647.65","2,590.75","2,616.70","2,604.00",12.70,0.49
Polycab,"5,155.00","5,035.55","5,095.00","5,071.30",23.70,0.47
Redington,252.78,242.79,248.15,246.99,1.16,0.47
Yes Bank,17.25,16.93,17.00,16.92,0.08,0.47
Prestige Estate,"1,194.35","1,160.10","1,183.45","1,178.15",5.30,0.45
Saregama India,484.00,473.00,479.30,477.25,2.05,0.43
Phoenix Mills,"1,601.15","1,562.55","1,585.40","1,578.55",6.85,0.43
Adani Wilmar,261.70,255.65,259.50,258.42,1.08,0.42
KSB Pumps,654.80,639.40,646.35,643.65,2.70,0.42
KSB Pumps,654.80,639.40,646.35,643.65,2.70,0.42
SBI,736.75,727.00,733.40,730.35,3.05,0.42
Tejas Networks,755.65,738.00,738.95,735.85,3.10,0.42
J. K. Cement,"4,513.90","4,435.00","4,482.20","4,464.10",18.10,0.41
UltraTechCement,"10,540.00","10,317.20","10,506.65","10,464.20",42.45,0.41
Wipro,292.00,283.50,286.25,285.10,1.15,0.4
SRF,"2,879.00","2,822.95","2,855.85","2,844.85",11.00,0.39
Angel One,"2,132.00","2,071.00","2,112.10","2,104.10",8.00,0.38
Nestle,"2,216.40","2,170.30","2,205.45","2,197.00",8.45,0.38
Nestle,"2,216.40","2,170.30","2,205.45","2,197.00",8.45,0.38
Nippon,543.60,532.40,540.65,538.60,2.05,0.38
VIP Industries,315.70,305.50,306.05,304.90,1.15,0.38
Adani Enterpris,"2,268.90","2,226.15","2,254.25","2,245.85",8.40,0.37
Engineers India,162.00,157.62,159.17,158.59,0.58,0.37
SAIL,114.90,111.61,112.93,112.53,0.40,0.36
Ceat,"2,655.00","2,555.10","2,591.35","2,583.00",8.35,0.32
Maruti Suzuki,"11,729.50","11,480.00","11,654.95","11,617.35",37.60,0.32
Nuvoco Vistas,321.00,315.95,317.20,316.20,1.00,0.32
ICICI Bank,"1,227.95","1,209.00","1,219.50","1,215.70",3.80,0.31
IndusInd Bank,984.10,962.20,974.75,971.85,2.90,0.3
United Brewerie,"1,933.60","1,887.10","1,896.70","1,890.95",5.75,0.3
Gujarat Pipavav,137.58,135.28,136.80,136.43,0.37,0.27
Manappuram Fin,206.30,202.10,204.22,203.68,0.54,0.27
SBFC Finance,88.12,86.27,86.88,86.65,0.23,0.27
Bharti Airtel,"1,623.15","1,590.45","1,622.45","1,618.25",4.20,0.26
Federal Bank,183.50,180.71,181.96,181.51,0.45,0.25
TATA Cons. Prod,965.00,943.05,959.05,956.80,2.25,0.24
Adani Green Ene,872.45,836.00,850.50,848.70,1.80,0.21
Power Grid Corp,266.60,260.70,264.95,264.40,0.55,0.21
3M India,"28,126.45","27,580.20","27,836.45","27,781.65",54.80,0.2
JM Financial,98.54,96.50,96.70,96.51,0.19,0.2
Schneider Infra,651.00,623.25,637.15,635.90,1.25,0.2
AAVAS Financier,"1,742.25","1,700.00","1,704.40","1,701.10",3.30,0.19
