company_name,high,low,last_price,prev_close,change,percent_gain
Rail Vikas,346.50,333.50,336.85,336.25,0.60,0.18
Bank of India,100.25,97.75,98.02,97.88,0.14,0.14
Godrej Prop,"2,114.90","2,068.55","2,078.00","2,075.30",2.70,0.13
HFCL,85.50,83.10,83.54,83.44,0.10,0.12
Aditya Birla F,248.48,242.50,244.08,243.78,0.30,0.12
Brigade Ent,998.55,958.65,966.15,965.10,1.05,0.11
Exide Ind,364.45,354.20,356.80,356.40,0.40,0.11
Inox Wind,158.50,153.36,154.10,153.93,0.17,0.11
AstraZeneca,"7,439.30","7,301.50","7,346.80","7,339.45",7.35,0.1
Bajaj Auto,"7,500.00","7,376.95","7,427.00","7,420.30",6.70,0.09
Container Corp,672.00,658.20,663.35,662.75,0.60,0.09
R R Kabel,931.60,911.05,918.85,918.00,0.85,0.09
Blue Dart,"6,068.25","5,950.35","6,004.80","6,000.35",4.45,0.07
Hindustan Aeron,"3,497.00","3,405.25","3,427.00","3,424.50",2.50,0.07
Hindustan Aeron,"3,497.00","3,405.25","3,427.00","3,424.50",2.50,0.07
Alkyl Amines,"1,700.00","1,661.10","1,675.40","1,674.35",1.05,0.06
SBI Life Insura,"1,426.40","1,395.00","1,421.60","1,420.70",0.90,0.06
Tata Motors,655.95,635.60,641.20,640.80,0.40,0.06
Tata Motors,655.95,635.60,641.20,640.80,0.40,0.06
IDFC First Bank,58.62,57.82,57.98,57.95,0.03,0.05
Mazagon Dock,"2,299.85","2,236.70","2,247.60","2,246.70",0.90,0.04
Mazagon Dock,"2,299.85","2,236.70","2,247.60","2,246.70",0.90,0.04
PB Fintech,"1,441.25","1,399.60","1,410.25","1,409.65",0.60,0.04
Concord Biotech,"1,776.00","1,731.10","1,748.00","1,747.45",0.55,0.03
Grasim,"2,415.00","2,353.50","2,392.35","2,391.65",0.70,0.03
ITC,409.70,400.55,405.15,405.05,0.10,0.02
Titan Company,"3,100.00","3,047.00","3,086.95","3,086.55",0.40,0.01
