company_name,high,low,last_price,prev_close,change,percent_gain
Restaurant Bran,91.87,90.70,91.82,90.64,1.18,1.3
Raymond,"1,659.90","1,636.00","1,656.95","1,635.85",21.1,1.29
Suven Pharma,"1,335.00","1,309.00","1,330.30","1,313.40",16.9,1.29
Bharat Elec,290.25,286.00,288.55,284.90,3.65,1.28
FSN E-Co Nykaa,184.86,182.00,184.00,181.67,2.33,1.28
Supreme Ind,"4,365.00","4,294.80","4,349.70","4,294.75",54.95,1.28
Jio Financial,326.85,324.20,326.40,322.30,4.1,1.27
Canara Bank,104.49,103.26,103.94,102.65,1.29,1.26
Canara Bank,104.49,103.26,103.94,102.65,1.29,1.26
P and G,"16,389.95","16,200.00","16,295.95","16,093.70",202.25,1.26
KNR Construct,301.90,298.90,300.70,297.00,3.7,1.25
Easy Trip,33.60,33.11,33.45,33.04,0.41,1.24
Easy Trip,33.60,33.11,33.45,33.04,0.41,1.24
IRFC,161.00,156.10,157.88,155.96,1.92,1.23
Sapphire Foods,327.00,322.85,324.95,321.00,3.95,1.23
Sapphire Foods,327.00,322.85,324.95,321.00,3.95,1.23
Coromandel Int,"1,694.80","1,665.80","1,688.95","1,668.65",20.3,1.22
Patanjali Foods,"1,824.60","1,791.60","1,815.00","1,793.25",21.75,1.21
Glenmark Life,"1,084.00","1,012.05","1,069.85","1,057.20",12.65,1.2
Sunteck Realty,570.00,548.80,559.20,552.65,6.55,1.19
KFin Tech,"1,016.45","1,006.10","1,011.95","1,000.10",11.85,1.18
Eicher Motors,"4,990.00","4,930.00","4,952.00","4,894.65",57.35,1.17
Gujarat Pipavav,200.26,198.46,199.68,197.37,2.31,1.17
Laxmi Organic,279.60,273.00,276.15,272.95,3.2,1.17
Solar Ind,"10,533.60","10,339.00","10,349.95","10,230.00",119.95,1.17
JM Financial,142.60,140.84,141.90,140.29,1.61,1.15
Amber Enterpris,"6,293.60","6,045.25","6,108.45","6,040.25",68.2,1.13
Gujarat Gas,525.00,521.10,525.00,519.15,5.85,1.13
JK Paper,468.00,461.35,466.50,461.35,5.15,1.12
City Union Bank,179.00,176.03,177.70,175.74,1.96,1.12
Godawari Power,201.00,195.89,197.85,195.65,2.2,1.12
Godawari Power,201.00,195.89,197.85,195.65,2.2,1.12
Praj Industries,754.80,742.05,747.50,739.30,8.2,1.11
Tata Power,448.45,442.10,444.95,440.05,4.9,1.11
Bank of Mah,55.75,55.00,55.50,54.90,0.6,1.09
CHEMPLAST SANMA,491.45,480.85,484.20,479.00,5.2,1.09
Route,"1,549.00","1,521.05","1,540.00","1,523.45",16.55,1.09
Shree Renuka,43.50,43.20,43.45,42.98,0.47,1.09
Zee Entertain,123.50,122.80,123.48,122.15,1.33,1.09
IOB,55.40,54.51,55.05,54.46,0.59,1.08
BHEL,243.00,240.50,241.55,239.00,2.55,1.07
Tata Motors,847.95,840.00,842.95,834.05,8.9,1.07
Tata Motors,847.95,840.00,842.95,834.05,8.9,1.07
Minda Corp,520.80,513.95,519.40,513.95,5.45,1.06
VIP Industries,486.50,478.00,482.90,477.85,5.05,1.06
CIEINDIA,509.00,496.85,502.00,496.80,5.2,1.05
Godfrey Phillip,"6,762.00","6,683.45","6,693.95","6,625.15",68.8,1.04
Marico,650.55,642.00,646.65,640.00,6.65,1.04
Power Finance,460.75,456.10,459.65,454.95,4.7,1.03
Chola Fin Hold,"1,755.85","1,715.35","1,733.00","1,715.35",17.65,1.03
Alkyl Amines,"2,122.05","2,090.95","2,112.05","2,090.95",21.1,1.01
Jindal Steel,935.40,922.40,929.70,920.50,9.2,1
IDBI Bank,84.75,84.00,84.38,83.55,0.83,0.99
JSW Infra,323.40,317.50,318.00,314.90,3.1,0.98
Jindal Stainles,684.15,675.30,681.95,675.30,6.65,0.98
Honeywell Autom,"46,599.00","46,010.25","46,220.05","45,771.30",448.75,0.98
MphasiS,"2,919.00","2,871.90","2,907.50","2,879.55",27.95,0.97
Hindustan Aeron,"4,295.55","4,257.05","4,288.00","4,246.70",41.3,0.97
Hindustan Aeron,"4,295.55","4,257.05","4,288.00","4,246.70",41.3,0.97
Ircon Internati,221.00,219.00,219.75,217.64,2.11,0.97
Ircon Internati,221.00,219.00,219.75,217.64,2.11,0.97
RamkrishnaForge,942.55,926.10,929.75,920.85,8.9,0.97
Bajaj Holdings,"10,350.00","10,251.00","10,348.00","10,249.50",98.5,0.96
Bharat Forge,"1,428.00","1,391.00","1,423.75","1,410.15",13.6,0.96
M&M Financial,274.80,270.00,273.20,270.60,2.6,0.96
Bank of Baroda,254.20,252.00,253.35,250.96,2.39,0.95
Happy Forgings,"1,094.85","1,075.50","1,085.85","1,075.65",10.2,0.95
Shree Cements,"25,349.00","25,083.25","25,309.95","25,072.15",237.8,0.95
Abbott India,"29,500.00","29,119.00","29,250.05","28,978.70",271.35,0.94
NTPC,415.45,410.35,412.00,408.15,3.85,0.94
IEX,180.00,178.00,179.39,177.76,1.63,0.92
Bikaji Foods,860.95,849.90,857.55,849.90,7.65,0.9
Devyani Int,171.95,170.00,171.10,169.57,1.53,0.9
Petronet LNG,336.90,333.95,336.00,333.00,3,0.9
CESC,192.56,189.19,190.87,189.19,1.68,0.89
Nestle,"2,292.95","2,268.35","2,283.00","2,262.95",20.05,0.89
Nestle,"2,292.95","2,268.35","2,283.00","2,262.95",20.05,0.89
UCO Bank,46.73,46.07,46.52,46.11,0.41,0.89
Can Fin Homes,879.00,871.75,875.60,867.95,7.65,0.88
Rashtriya Chem,163.00,161.65,162.81,161.39,1.42,0.88
Ashok Leyland,210.00,208.00,210.00,208.18,1.82,0.87
Hindalco,693.90,687.20,692.00,686.05,5.95,0.87
LIC India,932.00,925.30,931.00,923.05,7.95,0.86
AU Small Financ,621.00,615.65,617.65,612.45,5.2,0.85
KPIL,"1,320.00","1,272.45","1,285.00","1,274.15",10.85,0.85
Radico Khaitan,"2,425.00","2,394.65","2,399.30","2,379.00",20.3,0.85
Usha Martin,432.40,423.55,428.50,424.90,3.6,0.85
V-Guard Ind,439.70,433.00,438.40,434.70,3.7,0.85
Ipca Labs,"1,618.05","1,598.60","1,602.10","1,588.80",13.3,0.84
Bayer CropScien,"6,710.00","6,611.00","6,679.95","6,625.85",54.1,0.82
Titan Company,"3,317.60","3,282.35","3,293.85","3,267.05",26.8,0.82
Amara Raja,"1,422.00","1,396.05","1,401.80","1,390.60",11.2,0.81
PI Industries,"4,526.40","4,391.25","4,525.00","4,488.50",36.5,0.81
AAVAS Financier,"1,694.90","1,675.85","1,685.95","1,672.65",13.3,0.8
EID Parry,823.70,810.00,813.00,806.55,6.45,0.8
Triveni Engg,423.00,415.65,418.20,414.90,3.3,0.8
Engineers India,198.00,195.25,196.28,194.74,1.54,0.79
Nippon,720.00,710.00,713.80,708.20,5.6,0.79
UPL,562.00,553.65,558.00,553.65,4.35,0.79
Elecon Eng,588.00,579.05,579.20,574.70,4.5,0.78
Elecon Eng,588.00,579.05,579.20,574.70,4.5,0.78
REC,529.15,524.55,526.60,522.60,4,0.77
Vedanta,469.00,465.00,467.60,464.05,3.55,0.77
Tata Steel,150.25,149.00,149.70,148.56,1.14,0.77
Tata Steel,150.25,149.00,149.70,148.56,1.14,0.77
Bandhan Bank,184.45,183.00,183.59,182.21,1.38,0.76
FDC,556.00,546.15,550.70,546.55,4.15,0.76
GMR Airports,80.48,79.35,79.92,79.32,0.6,0.76
Clean Science,"1,553.15","1,514.05","1,538.05","1,526.60",11.45,0.75
Aditya Birla Re,"2,789.90","2,752.00","2,763.30","2,742.80",20.5,0.75
NALCO,231.03,228.50,229.00,227.32,1.68,0.74
Torrent Power,"1,837.00","1,813.00","1,835.00","1,821.75",13.25,0.73
CDSL,"1,570.00","1,550.05","1,557.00","1,545.80",11.2,0.72
Chola Invest.,"1,290.55","1,279.35","1,281.95","1,272.75",9.2,0.72
Allcargo,57.00,56.30,56.91,56.51,0.4,0.71
SBI Life Insura,"1,639.40","1,623.00","1,633.70","1,622.15",11.55,0.71
Hind Zinc,564.80,552.00,557.05,553.20,3.85,0.7
Cello World,845.00,828.75,834.25,828.55,5.7,0.69
JBM Auto,"1,644.00","1,621.05","1,628.70","1,617.50",11.2,0.69
Lupin,"2,205.00","2,180.25","2,202.10","2,186.95",15.15,0.69
TITAGARH,"1,249.90","1,218.00","1,230.05","1,221.65",8.4,0.69
BPCL,313.85,311.80,312.85,310.75,2.1,0.68
HUDCO,220.25,218.12,218.70,217.23,1.47,0.68
IndusInd Bank,"1,069.90","1,058.55","1,062.80","1,055.60",7.2,0.68
Latent View,464.65,456.65,461.35,458.25,3.1,0.68
RITES,304.60,301.05,302.70,300.65,2.05,0.68
Schneider Infra,794.00,782.40,784.95,779.65,5.3,0.68
Himadri Special,580.00,570.45,576.90,573.05,3.85,0.67
Poonawalla Fin,383.70,375.10,377.00,374.50,2.5,0.67
AIA Engineering,"3,862.00","3,820.15","3,845.05","3,819.75",25.3,0.66
CSB Bank,318.30,314.00,316.00,314.00,2,0.64
Godrej Ind,"1,044.95","1,038.30","1,044.90","1,038.30",6.6,0.64
Happiest Minds ,775.75,768.00,769.50,764.60,4.9,0.64
Sterlite Techno,120.25,118.90,119.15,118.39,0.76,0.64
Axis Bank,"1,172.50","1,164.00","1,167.00","1,159.55",7.45,0.64
Cipla,"1,573.45","1,551.75","1,561.50","1,551.75",9.75,0.63
Hero Motocorp,"5,043.00","5,010.15","5,020.85","4,989.55",31.3,0.63
Kotak Mahindra,"1,754.15","1,736.35","1,742.00","1,731.10",10.9,0.63
Rattanindia Ent,77.59,74.35,74.66,74.20,0.46,0.62
Mazagon Dock,"4,130.00","4,091.20","4,105.00","4,079.65",25.35,0.62
Page Industries,"43,499.95","43,163.80","43,430.00","43,163.80",266.2,0.62
PVR INOX,"1,588.00","1,560.00","1,579.95","1,570.20",9.75,0.62
Navin Fluorine,"3,390.00","3,337.00","3,350.00","3,329.85",20.15,0.61
TVS Motor,"2,525.00","2,501.75","2,509.00","2,493.70",15.3,0.61
INDUS TOWERS,346.00,340.75,342.60,340.55,2.05,0.6
Archean Chem,654.65,644.55,649.75,645.95,3.8,0.59
Cyient,"1,850.45","1,831.05","1,846.65","1,835.75",10.9,0.59
Sun Pharma,"1,864.95","1,831.55","1,859.90","1,848.90",11,0.59
MOTHERSON,183.70,181.15,182.00,180.95,1.05,0.58
Global Health,"1,124.00","1,109.00","1,112.35","1,106.10",6.25,0.57
J. K. Cement,"4,350.00","4,320.05","4,346.80","4,322.30",24.5,0.57
Adani Power,599.95,593.50,596.00,592.70,3.3,0.56
Just Dial,"1,155.95","1,139.00","1,141.30","1,134.95",6.35,0.56
Vardhman Text,476.00,470.05,472.60,469.95,2.65,0.56
GlaxoSmithKline,"2,742.95","2,722.10","2,727.10","2,712.25",14.85,0.55
MRF,"123,499.45","122,500.00","123,200.00","122,524.45",675.55,0.55
ITI,228.80,226.00,227.62,226.40,1.22,0.54
Union Bank,118.10,117.60,117.80,117.17,0.63,0.54
Bajaj Finserv,"1,772.15","1,746.30","1,760.00","1,750.75",9.25,0.53
Bajaj Finserv,"1,772.15","1,746.30","1,760.00","1,750.75",9.25,0.53
Sammaan Capital,145.90,144.19,144.98,144.22,0.76,0.53
LIC Housing Fin,637.45,627.45,634.40,631.05,3.35,0.53
Balaji Amines,"2,160.80","2,131.00","2,140.00","2,129.30",10.7,0.5
SignatureGlobal,"1,424.00","1,369.50","1,370.00","1,363.15",6.85,0.5
Tata Comm,"1,797.45","1,780.10","1,783.55","1,774.65",8.9,0.5
RHI Magnesita,602.75,595.05,595.80,592.90,2.9,0.49
Astral Ltd,"1,784.10","1,774.05","1,778.85","1,770.35",8.5,0.48
Coal India,459.55,452.35,454.20,452.05,2.15,0.48
Deepak Nitrite,"2,665.00","2,641.05","2,649.00","2,636.30",12.7,0.48
Finolex Ind,309.85,304.00,304.80,303.35,1.45,0.48
HDFC AMC,"4,359.15","4,310.00","4,320.15","4,299.45",20.7,0.48
Persistent,"5,589.95","5,361.35","5,398.20","5,372.50",25.7,0.48
Persistent,"5,589.95","5,361.35","5,398.20","5,372.50",25.7,0.48
Reliance,"1,341.95","1,333.00","1,338.30","1,332.05",6.25,0.47
SRF,"2,259.95","2,242.00","2,253.60","2,243.15",10.45,0.47
Biocon,318.90,315.40,317.55,316.10,1.45,0.46
ACC,"2,339.00","2,317.05","2,330.75","2,320.40",10.35,0.45
General Insuran,375.00,361.80,370.85,369.20,1.65,0.45
JSW Steel,978.00,965.00,968.00,963.65,4.35,0.45
Karur Vysya,229.00,226.71,227.00,225.98,1.02,0.45
Adani Total Gas,725.55,720.00,721.50,718.35,3.15,0.44
Kansai Nerolac,288.50,285.70,286.35,285.10,1.25,0.44
Havells India,"1,656.50","1,642.70","1,645.60","1,638.40",7.2,0.44
Anand Rathi,"4,189.90","4,140.00","4,143.55","4,125.95",17.6,0.43
Guj Amb Exports,135.95,133.00,133.92,133.35,0.57,0.43
Interglobe Avi,"4,099.70","4,050.00","4,070.00","4,052.50",17.5,0.43
3M India,"36,317.60","36,075.35","36,197.95","36,047.60",150.35,0.42
Guj Mineral,376.95,371.55,372.00,370.45,1.55,0.42
HUL,"2,545.95","2,511.35","2,538.95","2,528.25",10.7,0.42
JSW Energy,688.50,679.05,682.00,679.15,2.85,0.42
Dabur India,545.15,540.35,542.20,540.00,2.2,0.41
Home First,"1,201.95","1,180.10","1,184.65","1,179.80",4.85,0.41
Bajaj Auto,"9,950.00","9,838.80","9,876.00","9,836.30",39.7,0.4
Oberoi Realty,"1,997.60","1,961.95","1,974.60","1,966.80",7.8,0.4
PB Fintech,"1,717.00","1,701.20","1,707.90","1,701.15",6.75,0.4
Intellect Desig,751.90,736.00,739.00,736.15,2.85,0.39
Dixon Technolog,"14,360.00","14,028.00","14,114.85","14,061.60",53.25,0.38
Info Edge,"7,494.95","7,440.95","7,469.30","7,440.95",28.35,0.38
Shriram Finance,"3,164.00","3,140.00","3,150.75","3,138.90",11.85,0.38
HDFC Life,726.00,720.15,722.80,720.15,2.65,0.37
Dalmia Bharat,"1,854.25","1,833.20","1,840.00","1,833.20",6.8,0.37
Power Grid Corp,322.70,320.00,322.00,320.80,1.2,0.37
Welspun Corp,735.00,728.10,730.55,727.85,2.7,0.37
Bajaj Finance,"6,944.55","6,912.05","6,914.85","6,889.75",25.1,0.36
Five-Star Busin,729.00,712.00,713.80,711.25,2.55,0.36
Guj State Petro,393.20,388.35,390.50,389.10,1.4,0.36
Tata Chemicals,"1,163.85","1,148.00","1,153.00","1,148.90",4.1,0.36
UltraTechCement,"11,171.30","11,078.55","11,106.00","11,065.65",40.35,0.36
Mahindra Holida,383.50,379.00,380.00,378.70,1.3,0.34
Bosch,"35,549.75","34,962.60","35,239.95","35,121.60",118.35,0.34
CCL Products,684.00,679.00,680.40,678.15,2.25,0.33
Exide Ind,463.45,456.00,456.95,455.45,1.5,0.33
Sobha,"1,611.85","1,588.45","1,593.25","1,588.40",4.85,0.31
Aegis Logistics,818.55,793.00,803.00,800.60,2.4,0.3
ICICI Prudentia,750.00,738.10,743.20,741.00,2.2,0.3
Atul,"7,935.00","7,830.00","7,865.00","7,841.90",23.1,0.29
CG Consumer,394.90,391.05,392.15,391.00,1.15,0.29
GSFC,211.72,209.00,209.61,209.01,0.6,0.29
Pidilite Ind,"3,168.35","3,146.00","3,155.05","3,145.85",9.2,0.29
Polycab,"6,531.40","6,450.00","6,499.05","6,480.40",18.65,0.29
TCS,"3,998.95","3,976.05","3,980.00","3,968.45",11.55,0.29
Mahanagar Gas,"1,455.25","1,435.80","1,445.70","1,441.60",4.1,0.28
Sonata,624.00,612.00,613.70,612.00,1.7,0.28
Balrampur Chini,633.55,626.00,629.50,627.80,1.7,0.27
Cummins,"3,530.00","3,486.95","3,510.20","3,500.60",9.6,0.27
Hind Copper,297.80,293.00,295.00,294.20,0.8,0.27
Gillette India,"10,000.00","9,800.00","9,981.70","9,955.35",26.35,0.26
NMDC,224.88,221.70,222.44,221.87,0.57,0.26
Godrej Prop,"2,900.00","2,870.00","2,882.80","2,875.70",7.1,0.25
IGL,424.80,420.50,421.20,420.15,1.05,0.25
Angel One,"3,100.00","3,050.00","3,059.00","3,051.60",7.4,0.24
Chambal Fert,485.90,480.00,484.75,483.60,1.15,0.24
Maruti Suzuki,"11,209.55","11,080.00","11,103.00","11,076.45",26.55,0.24
Anupam Rasayan,738.00,731.95,735.00,733.40,1.6,0.22
SBI,825.60,818.90,822.00,820.20,1.8,0.22
Central Bank,58.55,57.30,57.95,57.83,0.12,0.21
Divis Labs,"5,932.55","5,871.75","5,901.95","5,889.65",12.3,0.21
Ambuja Cements,585.50,580.55,581.75,580.55,1.2,0.21
ITC,492.10,489.35,489.80,488.80,1,0.2
GNFC,629.85,624.80,626.35,625.15,1.2,0.19
Honasa Consumer,400.60,393.15,394.90,394.15,0.75,0.19
Zydus Life,"1,013.90",998.45,"1,002.95","1,001.25",1.7,0.17
Railtel,424.50,420.40,421.35,420.65,0.7,0.17
Granules India,574.00,568.10,570.50,569.60,0.9,0.16
Infosys,"1,766.00","1,752.05","1,760.00","1,757.25",2.75,0.16
Ajanta Pharma,"3,127.95","3,060.05","3,069.30","3,064.70",4.6,0.15
Bata India,"1,365.00","1,354.00","1,357.50","1,355.65",1.85,0.14
DLF,828.40,820.05,821.00,819.85,1.15,0.14
GAIL,201.90,198.05,200.27,199.99,0.28,0.14
Jubilant Food,584.80,572.70,576.80,576.00,0.8,0.14
L&T Technology,"4,996.35","4,951.20","4,953.00","4,945.85",7.15,0.14
United Spirits,"1,474.95","1,450.05","1,450.95","1,449.10",1.85,0.13
Muthoot Finance,"1,962.00","1,926.90","1,933.00","1,930.45",2.55,0.13
Syngene Intl,865.95,857.00,861.30,860.25,1.05,0.12
Avanti Feeds,595.75,586.10,588.75,588.10,0.65,0.11
Apollo Hospital,"7,046.00","7,000.75","7,030.10","7,022.70",7.4,0.11
Olectra Greente,"1,665.00","1,643.30","1,648.90","1,647.30",1.6,0.1
KRBL,296.50,291.60,292.30,292.00,0.3,0.1
Larsen,"3,641.90","3,620.00","3,626.00","3,622.30",3.7,0.1
Ramco Cements,895.50,884.00,887.40,886.55,0.85,0.1
Piramal Enter,"1,079.90","1,060.00","1,062.25","1,061.20",1.05,0.1
Balkrishna Ind,"2,866.30","2,837.60","2,840.00","2,837.45",2.55,0.09
Bharti Airtel,"1,626.35","1,605.35","1,614.00","1,612.60",1.4,0.09
Data Patterns,"2,485.00","2,413.20","2,422.00","2,419.85",2.15,0.09
TATA Cons. Prod,"1,012.00","1,000.00","1,003.50","1,002.55",0.95,0.09
Fert and Chem,872.00,860.00,862.10,861.50,0.6,0.07
