company_name,high,low,last_price,prev_close,change,percent_gain
Wockhardt,"1,399.80","1,341.10","1,368.30","1,345.50",22.8,1.69
Max Healthcare,"1,124.80","1,091.70","1,121.60","1,103.10",18.5,1.68
Krishna Inst.,679.80,660.00,676.05,665.00,11.05,1.66
Vardhman Text,462.60,449.15,460.25,452.80,7.45,1.65
Kirloskar Oil,"1,122.40","1,091.45","1,109.90","1,092.05",17.85,1.63
SBI Card,894.65,873.95,889.20,874.95,14.25,1.63
Eicher Motors,"6,808.00","6,675.00","6,801.50","6,695.00",106.5,1.59
Gujarat Gas,411.85,404.50,409.80,403.40,6.4,1.59
Clean Science,942.10,924.20,935.30,921.00,14.3,1.55
Jindal Stainles,752.00,729.40,749.20,738.05,11.15,1.51
Max Financial,"1,707.90","1,678.10","1,698.30","1,673.40",24.9,1.49
Ramco Cements,"1,002.00",980.70,994.80,980.30,14.5,1.48
Go Digit,355.80,348.75,354.35,349.20,5.15,1.47
Dixon Technolog,"15,698.00","15,353.00","15,641.00","15,419.00",222,1.44
Sun TV Network,578.00,561.90,571.15,563.05,8.1,1.44
Sterling Wilson,235.63,230.31,232.87,229.58,3.29,1.43
Jupiter Wagons,316.90,304.15,308.30,304.00,4.3,1.41
JBM Auto,645.00,634.15,642.35,633.40,8.95,1.41
BHEL,286.85,280.60,285.50,281.60,3.9,1.38
Balkrishna Ind,"2,375.00","2,336.90","2,361.80","2,329.60",32.2,1.38
Hindustan Aeron,"4,820.00","4,732.80","4,795.20","4,729.80",65.4,1.38
Balrampur Chini,476.10,460.85,471.90,465.50,6.4,1.37
SBFC Finance,114.28,109.10,110.79,109.30,1.49,1.36
Bosch,"37,585.00","36,915.00","37,450.00","36,955.00",495,1.34
Network 18,48.60,46.50,46.88,46.27,0.61,1.32
Finolex Cables,799.80,786.60,793.15,783.05,10.1,1.29
Karur Vysya,256.95,249.44,252.78,249.60,3.18,1.27
Blue Star,"1,797.90","1,765.00","1,790.70","1,768.40",22.3,1.26
Chambal Fert,474.55,462.25,469.30,463.55,5.75,1.24
Maruti Suzuki,"15,892.00","15,655.00","15,878.00","15,684.00",194,1.24
IDBI Bank,104.70,101.21,102.28,101.04,1.24,1.23
IRFC,123.50,121.04,122.50,121.01,1.49,1.23
RHI Magnesita,494.65,483.00,491.85,485.85,6,1.23
Premier Energie,"1,019.90",996.00,"1,010.00",997.90,12.1,1.21
Pidilite Ind,"1,486.00","1,450.00","1,477.30","1,459.80",17.5,1.2
Federal Bank,239.99,235.27,239.06,236.26,2.8,1.19
Aurobindo Pharm,"1,241.10","1,218.30","1,236.90","1,222.50",14.4,1.18
NHPC,81.50,80.41,81.25,80.30,0.95,1.18
Bajaj Auto,"9,025.00","8,850.00","8,945.50","8,843.00",102.5,1.16
Kotak Mahindra,"2,119.90","2,092.40","2,102.90","2,079.70",23.2,1.12
Tata Power,393.40,388.50,392.75,388.40,4.35,1.12
IRCTC,716.45,706.00,713.05,705.30,7.75,1.1
IOC,174.40,171.16,173.12,171.25,1.87,1.09
Campus Active,277.50,269.20,275.65,272.70,2.95,1.08
Godrej Ind,"1,079.40","1,060.50","1,075.00","1,063.70",11.3,1.06
Sundaram Fin,"4,821.70","4,725.10","4,771.00","4,721.00",50,1.06
Shriram Finance,828.35,808.60,817.90,809.30,8.6,1.06
Zen Tech,"1,479.40","1,439.00","1,449.40","1,434.40",15,1.05
Alkyl Amines,"1,802.40","1,774.10","1,794.00","1,775.60",18.4,1.04
Eris Life,"1,572.50","1,547.60","1,566.50","1,550.40",16.1,1.04
HINDPETRO,492.20,482.40,486.25,481.25,5,1.04
AB Capital,337.10,331.30,334.80,331.40,3.4,1.03
GAIL,185.63,182.55,185.29,183.41,1.88,1.03
Gujarat Fluoro,"3,609.90","3,544.70","3,593.20","3,556.50",36.7,1.03
Titan Company,"3,874.30","3,821.50","3,868.60","3,829.20",39.4,1.03
Natco Pharma,825.90,805.60,820.90,812.65,8.25,1.02
Rashtriya Chem,153.60,151.40,151.81,150.27,1.54,1.02
Muthoot Finance,"3,767.80","3,701.00","3,763.10","3,725.60",37.5,1.01
Gravita India,"1,769.80","1,732.10","1,759.70","1,742.20",17.5,1
Tanla Platforms,619.40,611.10,616.65,610.55,6.1,1
Hind Copper,340.90,332.30,338.55,335.25,3.3,0.98
Indiamart Inter,"2,482.10","2,426.00","2,475.50","2,451.40",24.1,0.98
Inventurus Know,"1,639.00","1,606.50","1,620.10","1,604.40",15.7,0.98
M&M,"3,754.50","3,682.30","3,734.90","3,698.60",36.3,0.98
Syrma SGS,906.00,888.35,903.10,894.35,8.75,0.98
Hyundai Motor,"2,393.00","2,338.00","2,378.60","2,356.10",22.5,0.95
REC,363.70,358.90,361.45,358.05,3.4,0.95
Tech Mahindra,"1,455.90","1,438.30","1,452.80","1,439.20",13.6,0.94
APTUS VALUE,295.25,290.40,293.05,290.35,2.7,0.93
Can Fin Homes,914.00,877.80,892.85,884.65,8.2,0.93
KEI Industries,"4,164.00","4,112.00","4,150.90","4,112.80",38.1,0.93
Amber Enterpris,"7,505.00","7,321.50","7,443.50","7,376.00",67.5,0.92
Caplin Labs,"1,950.00","1,922.30","1,943.20","1,925.50",17.7,0.92
Techno Electric,"1,255.00","1,221.10","1,238.70","1,227.40",11.3,0.92
J. K. Cement,"5,628.00","5,515.00","5,606.50","5,556.00",50.5,0.91
Sai Life Sci,904.70,874.70,879.85,871.95,7.9,0.91
Apollo Hospital,"7,504.50","7,425.00","7,487.50","7,420.50",67,0.9
Petronet LNG,276.60,272.00,276.05,273.60,2.45,0.9
Lodha Developer,"1,223.00","1,210.50","1,220.30","1,209.50",10.8,0.89
IFCI,56.16,54.51,55.20,54.72,0.48,0.88
Union Bank,156.06,153.40,154.08,152.76,1.32,0.86
Trident,28.96,28.40,28.45,28.21,0.24,0.85
APL Apollo,"1,787.60","1,763.30","1,778.30","1,763.30",15,0.85
Delhivery,443.45,436.60,440.10,436.40,3.7,0.85
BPCL,381.55,372.00,374.25,371.15,3.1,0.84
Ceat,"4,095.00","3,995.90","4,019.90","3,986.40",33.5,0.84
CG Power ,753.60,739.65,749.75,743.50,6.25,0.84
Power Grid Corp,273.95,270.00,273.55,271.30,2.25,0.83
Blue Dart,"6,108.50","5,985.00","6,044.00","5,995.00",49,0.82
Sundram,965.00,945.00,960.80,952.95,7.85,0.82
Bajaj Finance,"1,033.00","1,017.00","1,026.80","1,018.50",8.3,0.81
R R Kabel,"1,399.90","1,376.70","1,384.00","1,373.20",10.8,0.79
JK Bank,110.00,107.24,108.08,107.24,0.84,0.78
Radico Khaitan,"3,315.00","3,273.60","3,285.40","3,259.90",25.5,0.78
SKF India,"2,245.00","2,060.00","2,061.00","2,045.00",16,0.78
Tube Investment,"3,106.60","3,053.00","3,091.60","3,067.60",24,0.78
IDFC First Bank,82.55,80.92,81.05,80.43,0.62,0.77
Oracle Fin Serv,"8,349.00","8,240.00","8,286.50","8,223.50",63,0.77
Havells India,"1,484.50","1,466.20","1,480.40","1,469.40",11,0.75
Abbott India,"29,650.00","29,180.00","29,560.00","29,340.00",220,0.75
CESC,178.10,172.81,175.70,174.41,1.29,0.74
HCL Tech,"1,607.70","1,585.50","1,606.40","1,594.60",11.8,0.74
Indian Renew,152.38,149.51,150.71,149.61,1.1,0.74
Piramal Pharma,197.16,192.65,195.47,194.03,1.44,0.74
UTI AMC,"1,176.00","1,159.20","1,171.60","1,163.00",8.6,0.74
KPR Mill,"1,098.80","1,066.00","1,086.30","1,078.40",7.9,0.73
Minda Corp,613.90,602.10,605.45,601.15,4.3,0.72
NTPC Green Ener,99.36,98.56,99.18,98.48,0.7,0.71
Praj Industries,337.25,330.10,333.75,331.40,2.35,0.71
HDFC Bank,997.95,985.60,996.55,989.60,6.95,0.7
Sarda Energy,525.80,512.15,521.65,518.05,3.6,0.69
RamkrishnaForge,559.40,544.85,556.50,552.70,3.8,0.69
Tata Elxsi,"5,312.00","5,200.00","5,303.00","5,266.50",36.5,0.69
Torrent Power,"1,322.20","1,299.00","1,310.00","1,301.00",9,0.69
Fortis Health,953.20,931.20,944.10,937.70,6.4,0.68
Gujarat Pipavav,177.60,174.61,175.62,174.43,1.19,0.68
IndusInd Bank,861.75,838.50,854.05,848.25,5.8,0.68
LTIMindtree,"5,875.00","5,796.50","5,848.50","5,809.00",39.5,0.68
Bajaj Finserv,"2,081.10","2,055.00","2,079.60","2,065.80",13.8,0.67
CAMS,"4,003.90","3,929.10","3,964.30","3,938.00",26.3,0.67
360 ONE WAM,"1,080.00","1,060.20","1,072.50","1,065.40",7.1,0.67
Polycab,"7,708.50","7,580.50","7,683.00","7,632.00",51,0.67
Bombay Burmah,"1,860.00","1,830.00","1,842.80","1,830.70",12.1,0.66
Info Edge,"1,337.90","1,321.00","1,332.20","1,323.50",8.7,0.66
JSW Steel,"1,178.00","1,165.40","1,175.50","1,167.80",7.7,0.66
Mazagon Dock,"2,827.00","2,782.10","2,800.50","2,782.10",18.4,0.66
LIC India,916.65,908.20,915.35,909.45,5.9,0.65
PNB,124.85,122.31,123.00,122.21,0.79,0.65
ACME Solar,252.90,249.00,252.20,250.60,1.6,0.64
Colgate,"2,194.60","2,172.90","2,186.60","2,172.70",13.9,0.64
Axis Bank,"1,261.00","1,240.40","1,249.60","1,241.60",8,0.64
Aegis Logistics,802.20,789.95,796.95,791.95,5,0.63
3M India,"36,570.00","35,820.00","36,130.00","35,910.00",220,0.61
Guj State Petro,305.60,301.05,303.95,302.15,1.8,0.6
Intellect Desig,"1,101.80","1,084.80","1,096.20","1,089.70",6.5,0.6
Aarti Ind,398.95,392.00,395.30,393.00,2.3,0.59
LIC Housing Fin,572.60,566.80,571.00,567.70,3.3,0.58
Larsen,"4,030.00","4,000.10","4,027.70","4,004.40",23.3,0.58
Metropolis,"1,990.00","1,962.10","1,982.30","1,970.80",11.5,0.58
Redington,299.70,294.60,296.40,294.70,1.7,0.58
Bank of India,150.05,146.75,147.35,146.52,0.83,0.57
SBI,976.00,968.50,973.35,967.85,5.5,0.57
Swan Corp,468.00,442.80,459.85,457.25,2.6,0.57
Craftsman,"6,820.00","6,750.00","6,784.00","6,746.00",38,0.56
Aditya Birla Re,"1,763.90","1,724.00","1,754.30","1,744.60",9.7,0.56
Gillette India,"8,615.50","8,490.00","8,586.50","8,539.00",47.5,0.56
Bharti Airtel,"2,122.00","2,100.90","2,112.20","2,100.70",11.5,0.55
GlaxoSmithKline,"2,524.90","2,474.70","2,493.10","2,479.40",13.7,0.55
Birlasoft,392.00,380.10,390.85,388.70,2.15,0.55
Godrej Consumer,"1,162.40","1,147.00","1,152.60","1,146.50",6.1,0.53
Manappuram Fin,285.30,277.90,282.65,281.15,1.5,0.53
NTPC,331.45,328.55,330.20,328.45,1.75,0.53
Phoenix Mills,"1,750.00","1,720.10","1,745.60","1,736.40",9.2,0.53
General Insuran,400.75,392.20,395.10,393.05,2.05,0.52
Jaiprakash Pow,18.20,17.78,17.85,17.76,0.09,0.51
Castrol,194.23,192.26,193.47,192.50,0.97,0.5
Varun Beverages,464.05,458.65,461.70,459.40,2.3,0.5
Exide Ind,386.80,377.00,382.85,381.00,1.85,0.49
New India Assur,182.80,179.10,180.90,180.02,0.88,0.49
DLF,772.80,764.95,768.50,764.85,3.65,0.48
Prestige Estate,"1,778.40","1,740.00","1,753.20","1,744.90",8.3,0.48
Power Finance,380.20,375.50,376.40,374.60,1.8,0.48
Britannia,"5,850.00","5,782.00","5,830.50","5,803.50",27,0.47
HDFC AMC,"5,469.00","5,408.00","5,438.50","5,413.00",25.5,0.47
HFCL,76.56,75.51,76.22,75.86,0.36,0.47
Jyothy Labs,319.00,311.60,312.30,310.85,1.45,0.47
Bharti Hexacom,"1,800.00","1,773.00","1,785.00","1,776.90",8.1,0.46
LT Technology,"4,137.10","4,082.00","4,105.40","4,086.50",18.9,0.46
Hindalco,809.00,799.75,807.15,803.65,3.5,0.44
ICICI Bank,"1,382.50","1,373.60","1,379.00","1,373.00",6,0.44
Swiggy,397.20,384.30,394.80,393.10,1.7,0.43
Tata Tech,685.95,676.80,682.80,679.85,2.95,0.43
Anand Rathi,"3,062.20","3,020.00","3,034.90","3,022.30",12.6,0.42
Bank of Baroda,292.40,287.65,287.95,286.75,1.2,0.42
Sun Pharma,"1,768.00","1,747.70","1,764.30","1,757.10",7.2,0.41
JK Tyre Ind,472.85,460.10,461.85,460.00,1.85,0.4
Aadhar Housing ,499.05,490.75,496.85,494.90,1.95,0.39
NAVA,557.80,547.00,551.40,549.25,2.15,0.39
PG Electroplast,586.50,560.00,580.35,578.10,2.25,0.39
Action Const,991.00,979.70,987.20,983.50,3.7,0.38
United Spirits,"1,438.10","1,424.30","1,434.90","1,429.40",5.5,0.38
C. E. Info Syst,"1,714.90","1,689.50","1,698.70","1,692.40",6.3,0.37
KFin Tech,"1,098.70","1,082.70","1,088.10","1,084.10",4,0.37
Bikaji Foods,716.50,707.45,714.50,711.95,2.55,0.36
Graphite India,580.15,569.20,573.70,571.65,2.05,0.36
ACC,"1,858.00","1,841.20","1,846.70","1,840.30",6.4,0.35
CDSL,"1,640.00","1,621.00","1,631.50","1,625.80",5.7,0.35
Emami,525.10,516.10,522.15,520.35,1.8,0.35
Jindal Steel,"1,082.80","1,071.80","1,080.00","1,076.20",3.8,0.35
NLC India,257.20,253.45,255.85,254.95,0.9,0.35
Nuvama Wealth,"7,409.50","7,301.00","7,365.50","7,339.50",26,0.35
Authum Invest,"2,840.00","2,720.00","2,783.80","2,774.40",9.4,0.34
Coromandel Int,"2,229.40","2,182.70","2,210.00","2,202.70",7.3,0.33
MCX India,"9,795.00","9,640.00","9,698.00","9,666.50",31.5,0.33
Infosys,"1,510.20","1,492.50","1,507.60","1,502.80",4.8,0.32
Trent,"4,414.10","4,375.00","4,404.60","4,391.20",13.4,0.31
Himadri Special,458.75,453.35,455.95,454.60,1.35,0.3
AWL Agri,275.40,270.50,275.00,274.20,0.8,0.29
AFFLE 3I,"1,741.20","1,720.10","1,728.60","1,723.90",4.7,0.27
Grasim,"2,799.00","2,771.10","2,790.30","2,783.40",6.9,0.25
PNB Housing Fin,921.75,911.00,917.65,915.40,2.25,0.25
Persistent,"6,135.00","6,069.00","6,116.50","6,101.00",15.5,0.25
Cipla,"1,538.40","1,526.50","1,535.60","1,532.10",3.5,0.23
Coal India,389.20,386.15,387.85,386.95,0.9,0.23
Cyient,"1,138.50","1,120.60","1,134.20","1,131.60",2.6,0.23
Solar Ind,"14,074.00","13,822.00","13,910.00","13,880.00",30,0.22
Concord Biotech,"1,513.00","1,473.10","1,502.30","1,499.20",3.1,0.21
Indian Hotels,725.00,716.85,722.30,720.80,1.5,0.21
Tata Chemicals,843.05,831.00,834.45,832.75,1.7,0.2
Thermax,"3,054.90","3,000.00","3,011.80","3,006.00",5.8,0.19
Firstsource Sol,365.75,361.65,363.35,362.70,0.65,0.18
ICICI Prudentia,632.90,626.15,630.60,629.45,1.15,0.18
ONGC,249.70,247.45,248.05,247.60,0.45,0.18
Dr Lal PathLab,"3,164.40","3,129.50","3,158.30","3,153.20",5.1,0.16
JSW Infra,285.50,277.50,281.35,280.90,0.45,0.16
MOTHERSON,110.70,109.06,110.02,109.84,0.18,0.16
Aster DM Health,684.15,667.35,679.10,678.10,1,0.15
Lemon Tree,158.53,156.38,156.74,156.52,0.22,0.14
Poonawalla Fin,470.30,465.40,469.85,469.20,0.65,0.14
Ashok Leyland,149.69,147.60,148.45,148.26,0.19,0.13
Brigade Ent,961.40,940.20,945.40,944.20,1.2,0.13
Bandhan Bank,157.75,154.55,154.78,154.59,0.19,0.12
Divis Labs,"6,559.00","6,476.00","6,519.50","6,511.50",8,0.12
Raymond Life,"1,133.50","1,124.20","1,125.60","1,124.50",1.1,0.1
ZFCVINDIA,"12,854.00","12,618.00","12,699.00","12,688.00",11,0.09
COFORGE,"1,815.10","1,791.50","1,801.10","1,799.60",1.5,0.08
Sona BLW,487.95,480.00,486.00,485.60,0.4,0.08
Olectra Greente,"1,423.40","1,404.00","1,407.80","1,407.00",0.8,0.06
Cera Sanitary,"5,660.00","5,588.50","5,620.50","5,617.00",3.5,0.06
NCC,185.74,183.50,184.24,184.13,0.11,0.06
Kalyan Jeweller,499.20,493.00,495.75,495.50,0.25,0.05
Hitachi Energy,"21,763.00","21,416.00","21,474.00","21,466.00",8,0.04
Poly Medicure,"1,955.50","1,926.00","1,943.70","1,943.00",0.7,0.04
GE Vernova TD,"3,132.00","2,993.10","3,036.30","3,035.30",1,0.03
Suzlon Energy,58.16,57.50,57.70,57.68,0.02,0.03
GE Shipping,"1,144.40","1,110.70","1,133.40","1,133.20",0.2,0.02
Shyam Metalics,862.50,850.50,856.00,855.80,0.2,0.02
Alkem Lab,"5,750.00","5,631.50","5,723.00","5,722.50",0.5,0.01
Endurance Techn,"2,713.00","2,671.50","2,686.50","2,686.20",0.3,0.01
